,station_nbr,date,tmax,tmin,tavg,dewpoint,wetbulb,heat,cool,snowfall,preciptotal,stnpressure,resultspeed,resultdir,avgspeed,year,month,day,codesum,sunrise,sunset
348,8,2012-12-14,73.0,55.0,87.0,58.0,61.0,0.0,22.0,0.0,0.0,29.68,8.8,16.0,9.3,2012,12,14,RA,-,-
349,8,2012-12-15,75.0,63.0,87.0,62.0,65.0,0.0,22.0,0.0,0.0,29.54,0.8,19.0,2.7,2012,12,15,RA DZ SN BR,-,-
350,8,2012-12-16,70.0,55.0,87.0,60.0,62.0,0.0,22.0,0.0,0.0,29.45,0.9,27.0,1.7,2012,12,16,RA BR,-,-
351,8,2012-12-17,73.0,48.0,87.0,41.0,50.0,0.0,22.0,0.0,0.0,29.54,3.8,29.0,4.9,2012,12,17, ,-,-
352,8,2012-12-18,82.0,43.0,87.0,50.0,56.0,0.0,22.0,0.0,0.0,29.52,5.9,19.0,6.3,2012,12,18, ,-,-
353,8,2012-12-19,82.0,64.0,87.0,68.0,70.0,0.0,22.0,0.0,0.0,29.4,12.9,18.0,13.3,2012,12,19,BR,-,-
354,8,2012-12-20,73.0,36.0,87.0,20.0,40.0,0.0,22.0,0.0,0.01,29.91,15.8,34.0,16.2,2012,12,20,HZ,-,-
355,8,2012-12-21,61.0,30.0,87.0,25.0,37.0,0.0,22.0,0.0,0.0,30.08,0.9,19.0,1.0,2012,12,21, ,-,-
356,8,2012-12-22,70.0,34.0,87.0,44.0,49.0,0.0,22.0,0.0,0.0,29.89,4.7,17.0,4.7,2012,12,22, ,-,-
357,8,2012-12-23,73.0,59.0,87.0,58.0,61.0,0.0,22.0,0.0,0.0,29.62,5.3,21.0,5.6,2012,12,23, ,-,-
358,8,2012-12-24,70.0,50.0,87.0,43.0,52.0,0.0,22.0,0.0,0.0,29.52,2.1,2.0,3.3,2012,12,24,HZ,-,-
359,8,2012-12-25,73.0,36.0,87.0,44.0,51.0,0.0,22.0,0.0,0.0,29.43,12.9,31.0,15.5,2012,12,25, ,-,-
360,8,2012-12-26,45.0,32.0,87.0,27.0,34.0,0.0,22.0,0.0,0.0,29.82,9.2,34.0,10.2,2012,12,26, ,-,-
361,8,2012-12-27,48.0,30.0,87.0,39.0,41.0,0.0,22.0,0.0,0.01,29.62,2.1,8.0,2.6,2012,12,27,DZ SN FG BR,-,-
362,8,2012-12-28,61.0,37.0,87.0,43.0,46.0,0.0,22.0,0.0,0.0,29.59,10.3,35.0,9.9,2012,12,28,SN FG+ FG BR,-,-
363,8,2012-12-29,50.0,30.0,87.0,30.0,36.0,0.0,22.0,0.0,0.0,30.02,4.5,36.0,5.1,2012,12,29, ,-,-
364,8,2012-12-30,93.0,80.0,87.0,35.0,40.0,0.0,22.0,0.0,0.52,29.56,4.4,13.0,3.6,2012,12,30, ,-,-
365,8,2012-12-31,68.0,52.0,87.0,56.0,79.0,0.0,22.0,0.0,0.01,29.69,3.6,14.0,5.5,2012,12,31,SN,-,-
366,8,2013-01-01,61.0,45.0,87.0,46.0,49.0,0.0,22.0,0.0,0.0,29.74,9.1,36.0,8.7,2013,1,1,RA DZ SN BR,-,-
367,8,2013-01-02,45.0,37.0,87.0,35.0,39.0,0.0,22.0,0.0,0.0,29.91,7.4,36.0,7.6,2013,1,2, ,-,-
368,8,2013-01-03,50.0,39.0,87.0,35.0,40.0,0.0,22.0,0.0,0.0,30.02,5.3,36.0,5.5,2013,1,3,RA HZ,-,-
369,8,2013-01-04,46.0,43.0,87.0,38.0,42.0,0.0,22.0,0.0,0.0,30.06,5.1,1.0,5.6,2013,1,4,RA DZ,-,-
370,8,2013-01-05,48.0,36.0,87.0,42.0,43.0,0.0,22.0,0.0,0.01,29.96,1.6,1.0,1.9,2013,1,5,RA DZ SN FG+ BR,-,-
371,8,2013-01-06,59.0,32.0,87.0,37.0,40.0,0.0,22.0,0.0,0.0,29.95,2.7,2.0,2.8,2013,1,6,FG+ FG BR,-,-
372,8,2013-01-07,59.0,32.0,87.0,40.0,43.0,0.0,22.0,0.0,0.0,29.85,2.1,11.0,2.1,2013,1,7,BR,-,-
373,8,2013-01-08,64.0,50.0,87.0,54.0,56.0,0.0,22.0,0.0,0.0,29.59,2.9,9.0,2.9,2013,1,8,RA DZ BR VCTS,-,-
374,8,2013-01-09,93.0,80.0,87.0,55.0,57.0,0.0,22.0,0.0,0.52,29.56,2.2,34.0,3.6,2013,1,9,TSRA RA DZ SN FG HZ,-,-
375,8,2013-01-10,68.0,52.0,87.0,43.0,51.0,0.0,22.0,0.0,0.0,29.61,4.4,24.0,5.2,2013,1,10,FG+ BR,-,-
376,8,2013-01-11,72.0,45.0,87.0,56.0,58.0,0.0,22.0,0.0,0.0,29.57,5.7,17.0,5.8,2013,1,11,SN BR,-,-
377,8,2013-01-12,77.0,52.0,87.0,63.0,66.0,0.0,22.0,0.0,0.0,29.41,6.3,18.0,10.7,2013,1,12,RA DZ BR HZ,-,-
378,8,2013-01-13,52.0,41.0,87.0,36.0,42.0,0.0,22.0,0.0,0.0,29.7,12.3,36.0,12.7,2013,1,13,RA DZ SN,-,-
379,8,2013-01-14,48.0,37.0,87.0,35.0,39.0,0.0,22.0,0.0,0.0,29.8,8.1,2.0,8.7,2013,1,14,RA,-,-
380,8,2013-01-15,45.0,37.0,87.0,36.0,38.0,0.0,22.0,0.0,0.0,29.77,8.6,36.0,8.6,2013,1,15,DZ SN BR,-,-
381,8,2013-01-16,54.0,34.0,87.0,27.0,36.0,0.0,22.0,0.0,0.0,29.9,6.9,33.0,7.5,2013,1,16, ,-,-
382,8,2013-01-17,64.0,32.0,87.0,35.0,41.0,0.0,22.0,0.0,0.0,30.02,3.3,35.0,3.5,2013,1,17, ,-,-
383,8,2013-01-18,64.0,34.0,87.0,38.0,44.0,0.0,22.0,0.0,0.0,30.06,2.3,16.0,2.4,2013,1,18, ,-,-
384,8,2013-01-19,70.0,39.0,87.0,46.0,50.0,0.0,22.0,0.0,0.0,29.88,3.7,19.0,4.1,2013,1,19, ,-,-
385,8,2013-01-20,72.0,43.0,87.0,49.0,52.0,0.0,22.0,0.0,0.0,29.82,2.2,18.0,2.5,2013,1,20,FG+ BR,-,-
386,8,2013-01-21,72.0,45.0,87.0,49.0,52.0,0.0,22.0,0.0,0.0,29.82,0.5,31.0,1.1,2013,1,21,FG+ FG BR,-,-
387,8,2013-01-22,73.0,43.0,87.0,50.0,54.0,0.0,22.0,0.0,0.0,29.88,2.6,16.0,2.6,2013,1,22, ,-,-
388,8,2013-01-23,75.0,50.0,87.0,56.0,58.0,0.0,22.0,0.0,0.0,29.91,2.9,19.0,3.1,2013,1,23,DZ FG+ BR,-,-
389,8,2013-01-24,81.0,59.0,87.0,61.0,64.0,0.0,22.0,0.0,0.0,29.83,4.9,21.0,5.1,2013,1,24,BR,-,-
390,8,2013-01-25,79.0,63.0,87.0,62.0,65.0,0.0,22.0,0.0,0.0,29.75,6.7,19.0,7.2,2013,1,25, ,-,-
391,8,2013-01-26,79.0,55.0,87.0,57.0,60.0,0.0,22.0,0.0,0.0,29.76,1.0,15.0,3.1,2013,1,26,DZ BR HZ,-,-
392,8,2013-01-27,79.0,59.0,87.0,63.0,66.0,0.0,22.0,0.0,0.0,29.7,8.1,17.0,7.8,2013,1,27,RA DZ FG+ BR,-,-
393,8,2013-01-28,79.0,72.0,87.0,66.0,69.0,0.0,22.0,0.0,0.0,29.64,12.2,17.0,12.3,2013,1,28,RA DZ,-,-
394,8,2013-01-29,82.0,61.0,87.0,63.0,67.0,0.0,22.0,0.0,0.03,29.38,8.7,18.0,12.9,2013,1,29,TSRA RA DZ,-,-
395,8,2013-01-30,61.0,39.0,87.0,31.0,44.0,0.0,22.0,0.0,0.0,29.67,8.9,33.0,9.6,2013,1,30, ,-,-
396,8,2013-01-31,68.0,32.0,87.0,29.0,79.0,0.0,22.0,0.0,0.0,29.88,3.9,22.0,3.9,2013,1,31, ,-,-
397,8,2013-02-01,72.0,43.0,87.0,43.0,50.0,0.0,22.0,0.0,0.0,29.91,4.5,17.0,4.6,2013,2,1, ,-,-
398,8,2013-02-02,77.0,45.0,87.0,51.0,55.0,0.0,22.0,0.0,0.0,29.85,1.3,19.0,1.8,2013,2,2, ,-,-
399,8,2013-02-03,73.0,45.0,87.0,43.0,51.0,0.0,22.0,0.0,0.0,29.85,2.6,13.0,3.3,2013,2,3, ,-,-
400,8,2013-02-04,77.0,55.0,87.0,59.0,61.0,0.0,22.0,0.0,0.0,29.56,3.4,19.0,3.8,2013,2,4,RA BR,-,-
401,8,2013-02-05,79.0,59.0,87.0,59.0,62.0,0.0,22.0,0.0,0.0,29.56,0.7,27.0,1.3,2013,2,5,FG BR,-,-
402,8,2013-02-06,70.0,61.0,87.0,62.0,63.0,0.0,22.0,0.0,0.54,29.59,4.7,14.0,5.0,2013,2,6,RA DZ SN,-,-
403,8,2013-02-07,73.0,59.0,87.0,59.0,62.0,0.0,22.0,0.0,0.0,29.58,1.9,20.0,3.3,2013,2,7, ,-,-
404,8,2013-02-08,70.0,52.0,87.0,46.0,53.0,0.0,22.0,0.0,0.0,29.77,5.4,1.0,6.5,2013,2,8, ,-,-
405,8,2013-02-09,72.0,50.0,87.0,58.0,60.0,0.0,22.0,0.0,0.0,29.61,7.6,14.0,7.4,2013,2,9,BR,-,-
406,8,2013-02-10,72.0,57.0,87.0,53.0,58.0,0.0,22.0,0.0,0.12,29.52,0.8,18.0,6.3,2013,2,10,RA DZ SN,-,-
407,8,2013-02-11,59.0,54.0,87.0,51.0,53.0,0.0,22.0,0.0,0.11,29.65,5.3,5.0,5.6,2013,2,11,RA DZ SN BR,-,-
408,8,2013-02-12,70.0,54.0,87.0,52.0,55.0,0.0,22.0,0.0,0.02,29.53,3.6,34.0,4.3,2013,2,12,DZ BR,-,-
409,8,2013-02-13,61.0,41.0,87.0,40.0,45.0,0.0,22.0,0.0,0.0,29.73,5.3,34.0,5.9,2013,2,13, ,-,-
410,8,2013-02-14,70.0,36.0,87.0,38.0,46.0,0.0,22.0,0.0,0.0,29.72,2.9,16.0,3.0,2013,2,14, ,-,-
411,8,2013-02-15,66.0,41.0,87.0,40.0,46.0,0.0,22.0,0.0,0.0,29.85,5.8,1.0,5.9,2013,2,15,RA,-,-
412,8,2013-02-16,64.0,34.0,87.0,33.0,42.0,0.0,22.0,0.0,0.0,29.97,1.5,26.0,3.0,2013,2,16, ,-,-
413,8,2013-02-17,72.0,43.0,87.0,45.0,51.0,0.0,22.0,0.0,0.0,29.77,9.6,18.0,10.0,2013,2,17, ,-,-
414,8,2013-02-18,81.0,61.0,87.0,55.0,61.0,0.0,22.0,0.0,0.0,29.57,6.8,20.0,10.5,2013,2,18,RA,-,-
415,8,2013-02-19,70.0,43.0,87.0,38.0,48.0,0.0,22.0,0.0,0.0,29.8,4.5,8.0,5.6,2013,2,19, ,-,-
416,8,2013-02-20,64.0,54.0,87.0,53.0,56.0,0.0,22.0,0.0,0.02,29.57,8.7,13.0,8.7,2013,2,20,RA DZ SN BR,-,-
417,8,2013-02-21,79.0,54.0,87.0,53.0,60.0,0.0,22.0,0.0,0.01,29.37,2.5,19.0,7.9,2013,2,21,RA DZ,-,-
418,8,2013-02-22,61.0,50.0,87.0,44.0,49.0,0.0,22.0,0.0,0.0,29.6,7.6,36.0,7.4,2013,2,22, ,-,-
419,8,2013-02-23,70.0,43.0,87.0,40.0,47.0,0.0,22.0,0.0,0.0,29.61,3.6,36.0,4.2,2013,2,23, ,-,-
420,8,2013-02-24,73.0,39.0,87.0,50.0,54.0,0.0,22.0,0.0,0.0,29.45,5.5,14.0,5.6,2013,2,24, ,-,-
421,8,2013-02-25,70.0,50.0,87.0,40.0,51.0,0.0,22.0,0.0,0.01,29.3,11.7,29.0,13.6,2013,2,25,RA DZ SN BR,-,-
422,8,2013-02-26,66.0,43.0,87.0,35.0,46.0,0.0,22.0,0.0,0.0,29.52,5.0,30.0,7.3,2013,2,26, ,-,-
423,8,2013-02-27,64.0,45.0,87.0,36.0,46.0,0.0,22.0,0.0,0.0,29.69,5.6,33.0,7.8,2013,2,27, ,-,-
424,8,2013-02-28,61.0,39.0,87.0,32.0,79.0,0.0,22.0,0.0,0.0,29.89,6.6,36.0,6.5,2013,2,28, ,-,-
425,8,2013-03-01,68.0,32.0,87.0,32.0,42.0,0.0,22.0,0.0,0.0,29.86,1.9,36.0,2.3,2013,3,1, ,-,-
426,8,2013-03-02,61.0,39.0,87.0,30.0,40.0,0.0,22.0,0.0,0.0,29.96,6.7,34.0,6.9,2013,3,2, ,-,-
427,8,2013-03-03,73.0,32.0,87.0,39.0,47.0,0.0,22.0,0.0,0.0,29.78,8.9,19.0,8.6,2013,3,3, ,-,-
428,8,2013-03-04,86.0,55.0,87.0,56.0,60.0,0.0,22.0,0.0,0.0,29.47,11.2,19.0,11.8,2013,3,4, ,-,-
429,8,2013-03-05,66.0,46.0,87.0,35.0,48.0,0.0,22.0,0.0,0.0,29.8,9.0,36.0,12.7,2013,3,5, ,-,-
430,8,2013-03-06,64.0,41.0,87.0,29.0,43.0,0.0,22.0,0.0,0.0,29.96,1.9,2.0,3.3,2013,3,6, ,-,-
431,8,2013-03-07,73.0,41.0,87.0,49.0,53.0,0.0,22.0,0.0,0.0,29.83,6.0,16.0,6.6,2013,3,7, ,-,-
432,8,2013-03-08,72.0,55.0,87.0,58.0,61.0,0.0,22.0,0.0,0.0,29.74,7.3,14.0,7.4,2013,3,8,DZ,-,-
433,8,2013-03-09,77.0,63.0,87.0,63.0,65.0,0.0,22.0,0.0,0.0,29.5,11.4,16.0,11.6,2013,3,9,DZ,-,-
434,8,2013-03-10,70.0,52.0,87.0,48.0,55.0,0.0,22.0,0.0,0.16,29.54,7.8,35.0,9.4,2013,3,10,RA DZ,-,-
435,8,2013-03-11,64.0,43.0,87.0,32.0,44.0,0.0,22.0,0.0,0.0,29.73,6.8,34.0,7.5,2013,3,11, ,-,-
436,8,2013-03-12,77.0,36.0,87.0,37.0,48.0,0.0,22.0,0.0,0.0,29.78,3.0,19.0,3.6,2013,3,12,HZ,-,-
437,8,2013-03-13,75.0,43.0,87.0,42.0,51.0,0.0,22.0,0.0,0.0,29.99,2.2,15.0,3.1,2013,3,13, ,-,-
438,8,2013-03-14,79.0,43.0,87.0,51.0,56.0,0.0,22.0,0.0,0.0,29.95,6.4,18.0,6.6,2013,3,14, ,-,-
439,8,2013-03-15,81.0,48.0,87.0,53.0,58.0,0.0,22.0,0.0,0.0,29.78,7.8,19.0,8.2,2013,3,15,FG+ BR,-,-
440,8,2013-03-16,82.0,55.0,87.0,60.0,64.0,0.0,22.0,0.0,0.0,29.53,12.2,18.0,12.3,2013,3,16,BR,-,-
441,8,2013-03-17,84.0,64.0,87.0,64.0,67.0,0.0,22.0,0.0,0.0,29.4,9.1,18.0,9.8,2013,3,17,HZ,-,-
442,8,2013-03-18,90.0,64.0,87.0,61.0,66.0,0.0,22.0,0.0,0.0,29.44,1.3,31.0,7.6,2013,3,18, ,-,-
443,8,2013-03-19,81.0,52.0,87.0,60.0,63.0,0.0,22.0,0.0,0.0,29.57,2.6,15.0,4.7,2013,3,19, ,-,-
444,8,2013-03-20,73.0,54.0,87.0,51.0,56.0,0.0,22.0,0.0,0.4,29.75,5.7,2.0,7.0,2013,3,20,RA SN BR VCTS,-,-
445,8,2013-03-21,73.0,52.0,87.0,58.0,61.0,0.0,22.0,0.0,0.0,29.46,9.7,17.0,9.3,2013,3,21, ,-,-
446,8,2013-03-22,85.0,63.0,74.0,65.0,68.0,0.0,9.0,0.0,0.0,29.33,5.6,18.0,8.0,2013,3,22,RA DZ,-,-
447,8,2013-03-23,76.0,56.0,66.0,58.0,60.0,0.0,1.0,0.0,0.0,29.34,4.0,36.0,4.4,2013,3,23,RA SN BR HZ,-,-
448,8,2013-03-24,63.0,46.0,55.0,36.0,46.0,10.0,0.0,0.0,0.0,29.66,13.4,35.0,13.9,2013,3,24,BR,-,-
449,8,2013-03-25,61.0,38.0,50.0,28.0,41.0,15.0,0.0,0.0,0.0,29.93,4.8,1.0,4.9,2013,3,25, ,-,-
450,8,2013-03-26,65.0,33.0,49.0,28.0,41.0,16.0,0.0,0.0,0.0,30.03,1.2,6.0,1.7,2013,3,26, ,-,-
451,8,2013-03-27,74.0,37.0,56.0,44.0,51.0,9.0,0.0,0.0,0.0,29.9,6.7,17.0,7.0,2013,3,27, ,-,-
452,8,2013-03-28,77.0,53.0,65.0,58.0,61.0,0.0,0.0,0.0,0.0,29.82,7.3,16.0,7.6,2013,3,28, ,-,-
453,8,2013-03-29,79.0,57.0,68.0,59.0,63.0,0.0,3.0,0.0,0.0,29.78,7.1,16.0,7.3,2013,3,29,BR,-,-
454,8,2013-03-30,86.0,65.0,76.0,64.0,68.0,0.0,11.0,0.0,0.0,29.65,7.8,18.0,8.1,2013,3,30, ,-,-
455,8,2013-03-31,85.0,69.0,77.0,66.0,79.0,0.0,12.0,0.0,0.0,29.56,4.3,20.0,7.1,2013,3,31, ,-,-
456,8,2013-04-01,86.0,65.0,76.0,65.0,69.0,0.0,11.0,0.0,0.0,29.63,3.7,14.0,3.8,2013,4,1,BR HZ,-,-
457,8,2013-04-02,75.0,64.0,70.0,65.0,66.0,0.0,5.0,0.0,1.36,29.57,3.0,9.0,6.4,2013,4,2,TS TSSN RA DZ SN BR,-,-
458,8,2013-04-03,65.0,53.0,59.0,54.0,55.0,6.0,0.0,0.0,0.56,29.62,7.6,35.0,8.8,2013,4,3,TSSN RA DZ SN BR VCTS,-,-
459,8,2013-04-04,58.0,47.0,53.0,47.0,50.0,12.0,0.0,0.0,0.01,29.78,8.7,34.0,9.0,2013,4,4,SN BR,-,-
460,8,2013-04-05,73.0,41.0,57.0,48.0,52.0,8.0,0.0,0.0,0.0,29.81,1.9,16.0,2.4,2013,4,5,BR,-,-
461,8,2013-04-06,79.0,53.0,66.0,58.0,61.0,0.0,1.0,0.0,0.0,29.62,8.3,17.0,8.6,2013,4,6,BR,-,-
462,8,2013-04-07,82.0,62.0,72.0,62.0,66.0,0.0,7.0,0.0,0.0,29.52,8.4,16.0,8.5,2013,4,7,BR,-,-
463,8,2013-04-08,80.0,69.0,75.0,67.0,69.0,0.0,10.0,0.0,0.0,29.42,11.5,16.0,11.5,2013,4,8,DZ SN,-,-
464,8,2013-04-09,84.0,69.0,77.0,77.0,79.0,0.0,12.0,0.0,0.0,29.56,2.4,16.0,12.7,2013,4,9,BR,-,-
465,8,2013-04-10,76.0,49.0,63.0,55.0,57.0,2.0,0.0,0.0,0.1,29.44,5.7,36.0,12.0,2013,4,10,RA SN,-,-
466,8,2013-04-11,69.0,47.0,58.0,43.0,50.0,7.0,0.0,0.0,0.0,29.54,5.6,36.0,6.4,2013,4,11,RA,-,-
467,8,2013-04-12,81.0,45.0,63.0,49.0,56.0,2.0,0.0,0.0,0.0,29.57,3.1,14.0,3.4,2013,4,12, ,-,-
468,8,2013-04-13,79.0,51.0,65.0,56.0,60.0,0.0,0.0,0.0,0.0,29.53,4.6,13.0,4.8,2013,4,13,BR,-,-
469,8,2013-04-14,88.0,57.0,73.0,65.0,67.0,0.0,8.0,0.0,0.0,29.36,6.1,18.0,6.0,2013,4,14,BR,-,-
470,8,2013-04-15,86.0,73.0,80.0,69.0,72.0,0.0,15.0,0.0,0.0,29.41,8.4,17.0,9.0,2013,4,15,BR HZ,-,-
471,8,2013-04-16,88.0,71.0,80.0,70.0,73.0,0.0,15.0,0.0,0.0,29.5,8.5,14.0,8.7,2013,4,16,DZ BR HZ,-,-
472,8,2013-04-17,84.0,75.0,80.0,71.0,74.0,0.0,15.0,0.0,0.0,29.45,10.9,15.0,10.9,2013,4,17,BR UP HZ,-,-
473,8,2013-04-18,76.0,53.0,65.0,55.0,59.0,0.0,0.0,0.0,0.26,29.49,6.2,36.0,12.4,2013,4,18,RA DZ SN BR HZ,-,-
474,8,2013-04-19,68.0,46.0,57.0,38.0,48.0,8.0,0.0,0.0,0.0,29.85,7.9,35.0,8.6,2013,4,19, ,-,-
475,8,2013-04-20,73.0,40.0,57.0,42.0,51.0,8.0,0.0,0.0,0.0,29.79,4.9,13.0,4.8,2013,4,20, ,-,-
476,8,2013-04-21,78.0,50.0,64.0,56.0,60.0,1.0,0.0,0.0,0.0,29.74,4.3,13.0,4.4,2013,4,21, ,-,-
477,8,2013-04-22,85.0,53.0,69.0,60.0,64.0,0.0,4.0,0.0,0.0,29.65,5.1,16.0,5.2,2013,4,22,BR,-,-
478,8,2013-04-23,83.0,55.0,69.0,62.0,65.0,0.0,4.0,0.0,0.0,29.58,1.3,13.0,8.3,2013,4,23, ,-,-
479,8,2013-04-24,68.0,47.0,58.0,46.0,52.0,7.0,0.0,0.0,0.03,29.82,10.6,1.0,11.3,2013,4,24,RA DZ,-,-
480,8,2013-04-25,72.0,58.0,65.0,50.0,57.0,0.0,0.0,0.0,0.0,29.87,3.5,9.0,5.0,2013,4,25, ,-,-
481,8,2013-04-26,85.0,67.0,76.0,67.0,70.0,0.0,11.0,0.0,0.0,29.74,8.6,16.0,8.6,2013,4,26,BR,-,-
482,8,2013-04-27,82.0,69.0,76.0,68.0,70.0,0.0,11.0,0.0,0.24,29.67,3.6,15.0,3.7,2013,4,27,TSRA RA DZ SN BR HZ VCTS,-,-
483,8,2013-04-28,83.0,62.0,73.0,63.0,67.0,0.0,8.0,0.0,0.04,29.59,3.3,17.0,4.6,2013,4,28,TSSN FG+ BR VCTS,-,-
484,8,2013-04-29,84.0,66.0,75.0,65.0,67.0,0.0,10.0,0.0,0.15,29.52,3.3,16.0,4.1,2013,4,29,TSRA RA DZ BR,-,-
485,8,2013-04-30,84.0,65.0,75.0,64.0,79.0,0.0,10.0,0.0,0.0,29.44,2.4,16.0,2.3,2013,4,30,BR HZ,-,-
486,8,2013-05-01,86.0,69.0,78.0,67.0,70.0,0.0,13.0,0.0,0.0,29.49,2.3,15.0,2.7,2013,5,1, ,-,-
487,8,2013-05-02,74.0,51.0,63.0,53.0,57.0,2.0,0.0,0.0,0.0,29.75,15.8,34.0,16.0,2013,5,2,RA,-,-
488,8,2013-05-03,71.0,47.0,59.0,35.0,47.0,6.0,0.0,0.0,0.0,29.83,11.9,35.0,12.9,2013,5,3, ,-,-
489,8,2013-05-04,83.0,44.0,64.0,42.0,53.0,1.0,0.0,0.0,0.0,29.62,4.8,23.0,5.1,2013,5,4, ,-,-
490,8,2013-05-05,76.0,53.0,65.0,48.0,55.0,0.0,0.0,0.0,0.0,29.7,5.5,35.0,6.1,2013,5,5, ,-,-
491,8,2013-05-06,78.0,49.0,64.0,52.0,57.0,1.0,0.0,0.0,0.0,29.7,0.7,31.0,1.5,2013,5,6, ,-,-
492,8,2013-05-07,86.0,50.0,68.0,57.0,62.0,0.0,3.0,0.0,0.0,29.66,4.4,17.0,4.6,2013,5,7, ,-,-
493,8,2013-05-08,87.0,62.0,75.0,64.0,67.0,0.0,10.0,0.0,0.0,29.62,7.1,17.0,7.4,2013,5,8,BR,-,-
494,8,2013-05-09,84.0,71.0,78.0,71.0,73.0,0.0,13.0,0.0,0.01,29.55,6.5,17.0,7.6,2013,5,9,TSRA RA DZ HZ,-,-
495,8,2013-05-10,82.0,66.0,74.0,67.0,70.0,0.0,9.0,0.0,1.78,29.56,1.8,6.0,6.2,2013,5,10,TSRA RA BR VCTS,-,-
496,8,2013-05-11,84.0,64.0,74.0,61.0,66.0,0.0,9.0,0.0,0.0,29.7,5.2,36.0,5.9,2013,5,11,BR,-,-
497,8,2013-05-12,83.0,61.0,72.0,58.0,63.0,0.0,7.0,0.0,0.0,29.79,2.6,2.0,2.9,2013,5,12, ,-,-
498,8,2013-05-13,84.0,56.0,70.0,60.0,65.0,0.0,5.0,0.0,0.0,29.85,2.6,16.0,2.8,2013,5,13, ,-,-
499,8,2013-05-14,85.0,62.0,74.0,67.0,69.0,0.0,9.0,0.0,0.0,29.78,7.4,17.0,7.6,2013,5,14,BR,-,-
500,8,2013-05-15,83.0,71.0,77.0,70.0,72.0,0.0,12.0,0.0,0.1,29.63,10.9,16.0,10.9,2013,5,15,RA DZ BR,-,-
501,8,2013-05-16,89.0,73.0,81.0,71.0,74.0,0.0,16.0,0.0,0.0,29.47,10.4,17.0,11.0,2013,5,16,RA DZ,-,-
502,8,2013-05-17,91.0,75.0,83.0,72.0,75.0,0.0,18.0,0.0,0.0,29.5,9.6,17.0,9.9,2013,5,17,HZ,-,-
503,8,2013-05-18,94.0,75.0,85.0,72.0,75.0,0.0,20.0,0.0,0.0,29.53,10.9,17.0,11.1,2013,5,18,BR HZ,-,-
504,8,2013-05-19,92.0,75.0,84.0,73.0,76.0,0.0,19.0,0.0,0.0,29.47,11.1,16.0,11.2,2013,5,19,HZ,-,-
505,8,2013-05-20,92.0,77.0,85.0,73.0,76.0,0.0,20.0,0.0,0.0,29.46,9.9,16.0,10.3,2013,5,20, ,-,-
506,8,2013-05-21,91.0,70.0,81.0,73.0,75.0,0.0,16.0,0.0,0.52,29.43,6.2,16.0,9.1,2013,5,21,DZ HZ,-,-
507,8,2013-05-22,90.0,65.0,78.0,70.0,73.0,0.0,13.0,0.0,0.0,29.52,0.7,13.0,2.8,2013,5,22, ,-,-
508,8,2013-05-23,92.0,76.0,84.0,73.0,76.0,0.0,19.0,0.0,0.0,29.59,5.8,15.0,5.8,2013,5,23, ,-,-
509,8,2013-05-24,90.0,76.0,83.0,73.0,76.0,0.0,18.0,0.0,0.0,29.7,4.4,15.0,4.7,2013,5,24, ,-,-
510,8,2013-05-25,83.0,76.0,80.0,73.0,74.0,0.0,15.0,0.0,0.12,29.73,4.1,15.0,4.3,2013,5,25,RA DZ VCTS,-,-
511,8,2013-05-26,90.0,73.0,82.0,70.0,73.0,0.0,17.0,0.0,0.0,29.68,6.9,16.0,7.2,2013,5,26,HZ,-,-
512,8,2013-05-27,92.0,72.0,82.0,71.0,74.0,0.0,17.0,0.0,0.0,29.59,9.3,17.0,9.2,2013,5,27,BR,-,-
513,8,2013-05-28,92.0,73.0,83.0,72.0,75.0,0.0,18.0,0.0,0.0,29.51,11.1,16.0,11.4,2013,5,28,BR,-,-
514,8,2013-05-29,89.0,76.0,83.0,73.0,76.0,0.0,18.0,0.0,0.52,29.45,12.0,16.0,11.8,2013,5,29,RA HZ,-,-
515,8,2013-05-30,94.0,78.0,86.0,77.0,79.0,0.0,21.0,0.0,0.52,29.46,10.5,17.0,10.6,2013,5,30,RA DZ VCTS,-,-
516,8,2013-05-31,93.0,80.0,87.0,77.0,79.0,0.0,22.0,0.0,0.0,29.49,10.5,18.0,10.7,2013,5,31, ,-,-
517,8,2013-06-01,93.0,80.0,87.0,77.0,79.0,0.0,22.0,0.0,0.0,29.48,9.4,18.0,9.5,2013,6,1, ,-,-
518,8,2013-06-02,93.0,80.0,87.0,77.0,79.0,0.0,22.0,0.0,0.48,29.59,2.7,1.0,4.1,2013,6,2,TSRA TSSN BR HZ VCTS,-,-
519,8,2013-06-03,93.0,80.0,87.0,77.0,79.0,0.0,22.0,0.0,0.0,29.55,2.2,16.0,2.3,2013,6,3,DZ FG+ FG HZ,-,-
520,8,2013-06-04,94.0,80.0,47.0,77.0,79.0,18.0,0.0,0.0,0.0,29.51,4.3,16.0,4.8,2013,6,4,FG+ BR HZ,-,-
521,8,2013-06-05,94.0,73.0,84.0,73.0,76.0,0.0,19.0,0.0,0.0,29.48,3.9,16.0,4.3,2013,6,5,FG+ FG BR,-,-
522,8,2013-06-06,97.0,73.0,85.0,71.0,75.0,0.0,20.0,0.0,0.0,29.47,1.3,35.0,4.0,2013,6,6,BR,-,-
523,8,2013-06-07,90.0,69.0,80.0,64.0,69.0,0.0,15.0,0.0,0.0,29.56,3.2,36.0,3.4,2013,6,7,DZ HZ,-,-
