,station_nbr,date,tmax,tmin,tavg,dewpoint,wetbulb,heat,cool,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,year,month,day,codesum,sunrise,sunset
347,10,2012-12-13,61.0,48.0,55.0,49.0,50.0,10.0,0.0,0.07,30.16,30.21,14.3,35.0,14.8,2012,12,13,RA BR,0714,1728
348,10,2012-12-14,60.0,47.0,54.0,48.0,51.0,11.0,0.0,0.0,30.21,30.23,11.7,36.0,12.5,2012,12,14,BR,0715,1728
349,10,2012-12-15,71.0,55.0,63.0,56.0,58.0,2.0,0.0,0.0,30.11,30.13,5.2,2.0,5.9,2012,12,15,FG+ FG BR,0715,1728
350,10,2012-12-16,76.0,57.0,67.0,59.0,62.0,0.0,2.0,0.01,30.0,30.01,3.0,17.0,3.4,2012,12,16,FG+ BR,0716,1729
351,10,2012-12-17,77.0,61.0,69.0,60.0,63.0,0.0,4.0,0.42,29.88,29.89,5.8,21.0,7.7,2012,12,17,RA,0717,1729
352,10,2012-12-18,72.0,52.0,62.0,49.0,57.0,3.0,0.0,0.0,29.88,29.93,6.1,27.0,7.4,2012,12,18,BR,0717,1729
353,10,2012-12-19,72.0,44.0,58.0,41.0,50.0,7.0,0.0,0.0,30.06,30.09,0.5,6.0,2.8,2012,12,19, ,0718,1730
354,10,2012-12-20,78.0,52.0,65.0,57.0,61.0,0.0,0.0,0.88,29.96,29.97,7.6,19.0,9.1,2012,12,20,RA BR,0718,1730
355,10,2012-12-21,62.0,40.0,51.0,22.0,39.0,14.0,0.0,0.0,30.01,30.06,12.3,28.0,12.7,2012,12,21, ,0719,1731
356,10,2012-12-22,58.0,37.0,48.0,17.0,36.0,17.0,0.0,0.0,30.19,30.22,6.9,29.0,7.2,2012,12,22, ,0719,1731
357,10,2012-12-23,60.0,34.0,47.0,26.0,40.0,18.0,0.0,0.0,30.18,30.2,0.9,15.0,3.5,2012,12,23, ,0720,1732
358,10,2012-12-24,68.0,48.0,58.0,45.0,52.0,7.0,0.0,0.0,30.03,30.04,4.8,20.0,5.0,2012,12,24,RA,0720,1732
359,10,2012-12-25,72.0,57.0,65.0,54.0,58.0,0.0,0.0,0.0,29.95,29.96,6.6,17.0,7.0,2012,12,25, ,0721,1733
360,10,2012-12-26,71.0,42.0,57.0,48.0,54.0,8.0,0.0,0.28,29.77,29.8,11.5,24.0,16.3,2012,12,26,RA,0721,1734
361,10,2012-12-27,59.0,36.0,48.0,32.0,40.0,17.0,0.0,0.0,30.01,30.05,5.3,28.0,6.4,2012,12,27, ,0721,1734
362,10,2012-12-28,64.0,38.0,51.0,42.0,47.0,14.0,0.0,0.0,30.03,30.04,1.2,15.0,4.5,2012,12,28, ,0722,1735
363,10,2012-12-29,71.0,44.0,58.0,51.0,56.0,7.0,0.0,0.32,29.88,29.93,8.2,27.0,13.3,2012,12,29,TSRA RA BR,0722,1735
364,10,2012-12-30,53.0,36.0,45.0,28.0,38.0,20.0,0.0,0.0,30.33,30.34,7.6,35.0,9.1,2012,12,30, ,0722,1736
365,10,2012-12-31,66.0,43.0,55.0,42.0,41.0,10.0,0.0,0.0,30.29,30.31,5.0,34.0,5.9,2012,12,31,BR,0723,1737
366,10,2013-01-01,75.0,49.0,62.0,51.0,56.0,3.0,0.0,0.0,30.09,30.1,6.7,21.0,7.1,2013,1,1,BR HZ,0723,1738
367,10,2013-01-02,74.0,58.0,66.0,58.0,61.0,0.0,1.0,0.02,29.98,30.02,2.8,24.0,7.4,2013,1,2,RA,0723,1738
368,10,2013-01-03,62.0,50.0,56.0,53.0,54.0,9.0,0.0,0.1,30.09,30.14,8.9,36.0,9.2,2013,1,3,RA DZ BR,0723,1739
369,10,2013-01-04,56.0,48.0,52.0,45.0,48.0,13.0,0.0,0.01,30.24,30.28,9.9,34.0,10.2,2013,1,4, ,0724,1740
370,10,2013-01-05,62.0,46.0,54.0,43.0,49.0,11.0,0.0,0.01,30.27,30.3,8.6,36.0,9.1,2013,1,5, ,0724,1740
371,10,2013-01-06,60.0,52.0,56.0,51.0,53.0,9.0,0.0,0.84,30.14,30.17,6.4,35.0,6.9,2013,1,6,RA BR,0724,1741
372,10,2013-01-07,63.0,48.0,56.0,46.0,50.0,9.0,0.0,0.0,30.21,30.24,12.3,1.0,13.0,2013,1,7, ,0724,1742
373,10,2013-01-08,69.0,57.0,63.0,56.0,58.0,2.0,0.0,0.0,30.21,30.24,7.7,1.0,8.1,2013,1,8,RA BR,0724,1743
374,10,2013-01-09,75.0,60.0,68.0,62.0,63.0,0.0,3.0,0.0,30.26,30.3,5.0,2.0,5.9,2013,1,9,FG+ FG BR,0724,1744
375,10,2013-01-10,77.0,62.0,70.0,63.0,64.0,0.0,5.0,0.05,30.29,30.31,3.2,7.0,4.4,2013,1,10,RA FG+ FG MIFG BR,0724,1744
376,10,2013-01-11,80.0,59.0,70.0,60.0,63.0,0.0,5.0,0.01,30.19,30.21,5.1,16.0,5.6,2013,1,11,MIFG BR,0724,1745
377,10,2013-01-12,80.0,60.0,70.0,60.0,63.0,0.0,5.0,0.0,30.14,30.16,2.5,14.0,3.1,2013,1,12,FG+ MIFG BR,0724,1746
378,10,2013-01-13,78.0,60.0,69.0,59.0,63.0,0.0,4.0,0.0,30.09,30.12,4.4,16.0,4.6,2013,1,13,BR,0724,1747
379,10,2013-01-14,80.0,61.0,71.0,59.0,63.0,0.0,6.0,0.0,30.12,30.15,5.7,17.0,6.0,2013,1,14, ,0724,1748
380,10,2013-01-15,79.0,63.0,71.0,60.0,64.0,0.0,6.0,0.0,30.09,30.11,6.6,16.0,6.9,2013,1,15, ,0724,1749
381,10,2013-01-16,81.0,65.0,73.0,59.0,64.0,0.0,8.0,0.0,30.01,30.04,7.4,19.0,7.8,2013,1,16, ,0724,1749
382,10,2013-01-17,76.0,44.0,60.0,50.0,55.0,5.0,0.0,0.32,29.95,30.0,10.2,23.0,13.4,2013,1,17, ,0723,1750
383,10,2013-01-18,57.0,42.0,50.0,38.0,45.0,15.0,0.0,0.0,30.27,30.32,17.6,1.0,19.3,2013,1,18, ,0723,1751
384,10,2013-01-19,63.0,49.0,56.0,47.0,51.0,9.0,0.0,0.0,30.28,30.24,12.3,1.0,12.9,2013,1,19,BR,0723,1752
385,10,2013-01-20,72.0,55.0,64.0,48.0,54.0,1.0,0.0,0.0,30.13,30.15,4.9,36.0,6.4,2013,1,20, ,0723,1753
386,10,2013-01-21,69.0,52.0,61.0,43.0,51.0,4.0,0.0,0.0,30.06,30.08,4.1,32.0,4.7,2013,1,21, ,0722,1754
387,10,2013-01-22,63.0,47.0,55.0,27.0,43.0,10.0,0.0,0.0,30.17,30.22,10.6,34.0,11.1,2013,1,22, ,0722,1755
388,10,2013-01-23,65.0,42.0,54.0,27.0,41.0,11.0,0.0,0.0,30.3,30.33,4.6,33.0,6.4,2013,1,23, ,0722,1756
389,10,2013-01-24,72.0,46.0,59.0,45.0,52.0,6.0,0.0,0.0,30.24,30.25,6.7,28.0,8.1,2013,1,24, ,0721,1756
390,10,2013-01-25,73.0,55.0,64.0,50.0,55.0,1.0,0.0,0.0,30.23,30.25,2.4,33.0,7.9,2013,1,25, ,0721,1757
391,10,2013-01-26,74.0,52.0,63.0,55.0,58.0,2.0,0.0,0.0,30.17,30.2,5.2,25.0,5.9,2013,1,26,BR,0720,1758
392,10,2013-01-27,68.0,60.0,64.0,55.0,58.0,1.0,0.0,0.0,30.27,30.32,10.5,3.0,10.9,2013,1,27,RA,0720,1759
393,10,2013-01-28,76.0,57.0,67.0,59.0,62.0,0.0,2.0,0.0,30.29,30.31,4.3,10.0,5.9,2013,1,28, ,0720,1760
394,10,2013-01-29,78.0,60.0,69.0,63.0,65.0,0.0,4.0,0.0,30.17,30.18,5.5,14.0,6.3,2013,1,29,BR,0719,1801
395,10,2013-01-30,83.0,58.0,71.0,62.0,66.0,0.0,6.0,0.12,29.93,29.93,12.0,18.0,13.2,2013,1,30,RA BR,0719,1802
396,10,2013-01-31,59.0,47.0,53.0,33.0,44.0,12.0,0.0,0.06,30.05,30.11,8.7,29.0,9.2,2013,1,31, ,0718,1802
397,10,2013-02-01,64.0,43.0,54.0,28.0,42.0,11.0,0.0,0.0,30.25,30.29,7.8,31.0,8.8,2013,2,1, ,0717,1803
398,10,2013-02-02,64.0,39.0,52.0,31.0,43.0,13.0,0.0,0.0,30.26,30.26,3.9,35.0,6.9,2013,2,2, ,0717,1804
399,10,2013-02-03,66.0,42.0,54.0,31.0,44.0,11.0,0.0,0.0,30.09,30.12,7.4,28.0,8.3,2013,2,3, ,0716,1805
400,10,2013-02-04,63.0,42.0,53.0,38.0,46.0,12.0,0.0,0.0,30.07,30.09,1.5,18.0,3.8,2013,2,4, ,0716,1806
401,10,2013-02-05,68.0,48.0,58.0,43.0,51.0,7.0,0.0,0.0,30.03,30.05,1.9,16.0,2.5,2013,2,5,RA,0715,1807
402,10,2013-02-06,68.0,58.0,63.0,54.0,58.0,2.0,0.0,0.01,30.08,30.11,1.5,10.0,3.7,2013,2,6,RA,0714,1808
403,10,2013-02-07,75.0,59.0,67.0,61.0,63.0,0.0,2.0,0.03,29.96,29.97,6.4,18.0,7.6,2013,2,7, ,0713,1808
404,10,2013-02-08,70.0,56.0,63.0,53.0,57.0,2.0,0.0,0.0,29.93,29.98,7.9,29.0,8.5,2013,2,8, ,0713,1809
405,10,2013-02-09,65.0,50.0,58.0,46.0,51.0,7.0,0.0,0.0,30.16,30.2,8.5,2.0,10.0,2013,2,9, ,0712,1810
406,10,2013-02-10,74.0,55.0,65.0,54.0,58.0,0.0,0.0,0.0,30.21,30.23,9.1,12.0,10.3,2013,2,10, ,0711,1811
407,10,2013-02-11,81.0,62.0,72.0,59.0,64.0,0.0,7.0,0.0,30.11,30.13,8.4,20.0,9.6,2013,2,11, ,0710,1812
408,10,2013-02-12,81.0,64.0,73.0,64.0,66.0,0.0,8.0,0.43,29.98,29.99,8.7,20.0,9.5,2013,2,12,BR,0710,1813
409,10,2013-02-13,75.0,63.0,69.0,63.0,66.0,0.0,4.0,0.31,29.83,29.85,9.9,22.0,11.3,2013,2,13,TS TSRA RA,0709,1813
410,10,2013-02-14,63.0,48.0,56.0,47.0,50.0,9.0,0.0,0.09,29.97,30.02,7.1,33.0,7.7,2013,2,14,RA,0708,1814
411,10,2013-02-15,64.0,45.0,55.0,43.0,48.0,10.0,0.0,0.0,30.01,30.04,5.6,36.0,6.9,2013,2,15, ,0707,1815
412,10,2013-02-16,58.0,41.0,50.0,39.0,44.0,15.0,0.0,0.03,29.94,29.98,8.3,30.0,9.3,2013,2,16,RA BR,0706,1816
413,10,2013-02-17,52.0,32.0,42.0,13.0,33.0,23.0,0.0,0.0,30.22,30.28,8.5,31.0,9.2,2013,2,17, ,0705,1817
414,10,2013-02-18,61.0,31.0,46.0,33.0,41.0,19.0,0.0,0.0,30.33,30.34,2.9,11.0,5.1,2013,2,18, ,0704,1817
415,10,2013-02-19,78.0,52.0,65.0,51.0,57.0,0.0,0.0,0.03,30.11,30.11,9.9,21.0,12.1,2013,2,19,RA,0703,1818
416,10,2013-02-20,66.0,48.0,57.0,37.0,47.0,8.0,0.0,0.0,30.1,30.13,5.5,36.0,7.6,2013,2,20, ,0702,1819
417,10,2013-02-21,69.0,48.0,59.0,46.0,52.0,6.0,0.0,0.0,30.06,30.09,3.3,3.0,4.4,2013,2,21, ,0701,1820
418,10,2013-02-22,81.0,62.0,72.0,64.0,66.0,0.0,7.0,0.01,30.01,30.04,5.7,15.0,6.8,2013,2,22,RA FG BR,0700,1820
419,10,2013-02-23,82.0,62.0,72.0,64.0,67.0,0.0,7.0,0.43,29.91,29.92,8.8,22.0,9.9,2013,2,23,RA BR,0659,1821
420,10,2013-02-24,74.0,60.0,67.0,55.0,60.0,0.0,2.0,0.19,29.91,29.94,2.6,8.0,6.5,2013,2,24,RA BR,0658,1822
421,10,2013-02-25,67.0,61.0,64.0,61.0,61.0,1.0,0.0,1.8,29.88,29.88,10.1,5.0,11.2,2013,2,25,TS TSRA RA BR,0657,1823
422,10,2013-02-26,79.0,61.0,70.0,60.0,64.0,0.0,5.0,0.71,29.7,29.73,11.9,21.0,13.9,2013,2,26,RA BR,0656,1823
423,10,2013-02-27,70.0,54.0,62.0,44.0,52.0,3.0,0.0,0.0,29.87,29.91,6.9,28.0,7.2,2013,2,27, ,0655,1824
424,10,2013-02-28,70.0,48.0,59.0,39.0,49.0,6.0,0.0,0.0,29.88,29.92,9.7,28.0,10.1,2013,2,28, ,0654,1825
425,10,2013-03-01,59.0,48.0,54.0,33.0,44.0,11.0,0.0,0.0,29.93,29.96,9.0,31.0,9.6,2013,3,1, ,0653,1825
426,10,2013-03-02,54.0,38.0,46.0,29.0,39.0,19.0,0.0,0.0,29.96,29.99,10.2,28.0,11.1,2013,3,2, ,0652,1826
427,10,2013-03-03,46.0,35.0,41.0,27.0,35.0,24.0,0.0,0.0,30.01,30.05,8.7,29.0,9.2,2013,3,3, ,0651,1827
428,10,2013-03-04,61.0,34.0,48.0,28.0,40.0,17.0,0.0,0.0,30.14,30.16,1.3,23.0,7.2,2013,3,4, ,0650,1827
429,10,2013-03-05,76.0,43.0,60.0,43.0,51.0,5.0,0.0,0.0,30.06,30.06,10.1,20.0,10.9,2013,3,5, ,0649,1828
430,10,2013-03-06,66.0,44.0,55.0,32.0,44.0,10.0,0.0,0.05,29.96,30.01,13.5,29.0,14.3,2013,3,6,RA,0647,1829
431,10,2013-03-07,62.0,39.0,51.0,34.0,43.0,14.0,0.0,0.0,30.16,30.19,4.1,36.0,6.8,2013,3,7, ,0646,1830
432,10,2013-03-08,68.0,41.0,55.0,42.0,48.0,10.0,0.0,0.0,30.18,30.21,2.6,3.0,5.8,2013,3,8, ,0645,1830
433,10,2013-03-09,67.0,48.0,58.0,46.0,51.0,7.0,0.0,0.0,30.21,30.23,6.0,4.0,7.2,2013,3,9, ,0644,1831
434,10,2013-03-10,73.0,54.0,64.0,53.0,57.0,1.0,0.0,0.0,30.14,30.17,7.4,9.0,9.7,2013,3,10, ,0643,1832
435,10,2013-03-11,75.0,56.0,66.0,56.0,60.0,0.0,1.0,0.52,30.0,30.0,7.6,16.0,8.4,2013,3,11, ,0642,1832
436,10,2013-03-12,68.0,54.0,61.0,56.0,60.0,4.0,0.0,0.1,29.88,29.91,5.6,22.0,9.0,2013,3,12,RA BR,0640,1833
437,10,2013-03-13,70.0,49.0,60.0,32.0,47.0,5.0,0.0,0.0,30.08,30.12,10.3,32.0,11.0,2013,3,13, ,0639,1833
438,10,2013-03-14,61.0,45.0,53.0,29.0,42.0,12.0,0.0,0.0,30.21,30.24,7.1,35.0,9.1,2013,3,14, ,0638,1834
439,10,2013-03-15,72.0,40.0,56.0,34.0,46.0,9.0,0.0,0.0,30.19,30.21,2.7,19.0,5.6,2013,3,15, ,0637,1835
440,10,2013-03-16,80.0,48.0,64.0,44.0,53.0,1.0,0.0,0.0,30.07,30.09,9.7,24.0,9.8,2013,3,16, ,0636,1835
441,10,2013-03-17,76.0,52.0,64.0,47.0,55.0,1.0,0.0,0.0,30.03,30.06,6.0,19.0,7.7,2013,3,17, ,0635,1836
442,10,2013-03-18,79.0,62.0,71.0,59.0,63.0,0.0,6.0,0.0,29.96,29.97,4.7,20.0,6.5,2013,3,18,RA,0633,1837
443,10,2013-03-19,79.0,61.0,70.0,58.0,62.0,0.0,5.0,0.1,29.93,29.96,3.9,31.0,8.6,2013,3,19,RA,0632,1837
444,10,2013-03-20,66.0,52.0,59.0,51.0,56.0,6.0,0.0,0.13,29.91,29.94,7.3,3.0,9.0,2013,3,20,TSRA RA BR,0631,1838
445,10,2013-03-21,68.0,45.0,57.0,30.0,45.0,8.0,0.0,0.0,29.88,29.91,8.0,30.0,8.7,2013,3,21, ,0630,1839
446,10,2013-03-22,65.0,48.0,57.0,37.0,48.0,8.0,0.0,0.0,29.98,30.01,7.1,5.0,8.8,2013,3,22, ,0628,1839
447,10,2013-03-23,66.0,56.0,61.0,59.0,60.0,4.0,0.0,3.19,29.85,29.88,2.8,10.0,6.6,2013,3,23,TSRA RA BR,0627,1840
448,10,2013-03-24,85.0,62.0,74.0,64.0,67.0,0.0,9.0,0.46,29.62,29.62,12.7,22.0,14.7,2013,3,24,RA BR,0626,1840
449,10,2013-03-25,67.0,50.0,59.0,31.0,46.0,6.0,0.0,0.0,29.8,29.87,12.7,29.0,13.0,2013,3,25, ,0625,1841
450,10,2013-03-26,56.0,40.0,48.0,24.0,39.0,17.0,0.0,0.0,30.1,30.14,11.4,31.0,11.7,2013,3,26, ,0624,1842
451,10,2013-03-27,60.0,39.0,50.0,27.0,40.0,15.0,0.0,0.0,30.24,30.26,8.1,33.0,9.1,2013,3,27, ,0622,1842
452,10,2013-03-28,67.0,42.0,55.0,33.0,45.0,10.0,0.0,0.0,30.24,30.26,4.1,34.0,7.4,2013,3,28, ,0621,1843
453,10,2013-03-29,72.0,44.0,58.0,38.0,49.0,7.0,0.0,0.0,30.26,30.27,1.4,10.0,4.8,2013,3,29, ,0620,1844
454,10,2013-03-30,77.0,50.0,64.0,41.0,52.0,1.0,0.0,0.0,30.17,30.19,5.5,21.0,6.5,2013,3,30, ,0619,1844
455,10,2013-03-31,81.0,58.0,70.0,50.0,58.0,0.0,5.0,0.0,30.04,30.05,11.9,21.0,12.6,2013,3,31, ,0618,1845
456,10,2013-04-01,80.0,62.0,71.0,60.0,64.0,0.0,6.0,0.14,29.93,29.95,8.0,24.0,9.2,2013,4,1,TS,0616,1845
457,10,2013-04-02,76.0,59.0,68.0,49.0,57.0,0.0,3.0,0.0,30.03,30.07,4.0,7.0,6.6,2013,4,2, ,0615,1846
458,10,2013-04-03,78.0,58.0,68.0,59.0,62.0,0.0,3.0,0.23,30.04,30.06,5.9,9.0,8.9,2013,4,3,RA BR,0614,1847
459,10,2013-04-04,77.0,65.0,71.0,64.0,67.0,0.0,6.0,0.23,29.91,29.92,5.4,19.0,9.0,2013,4,4,RA BR,0613,1847
460,10,2013-04-05,69.0,54.0,62.0,56.0,57.0,3.0,0.0,0.16,29.88,29.92,8.2,36.0,9.8,2013,4,5,TSRA RA BR,0612,1848
461,10,2013-04-06,69.0,52.0,61.0,52.0,56.0,4.0,0.0,0.0,30.08,30.12,9.7,2.0,10.4,2013,4,6, ,0610,1848
462,10,2013-04-07,75.0,60.0,68.0,57.0,61.0,0.0,3.0,0.0,30.11,30.14,4.7,10.0,6.6,2013,4,7, ,0609,1849
463,10,2013-04-08,80.0,59.0,70.0,59.0,63.0,0.0,5.0,0.0,30.1,30.13,4.7,12.0,5.1,2013,4,8, ,0608,1850
464,10,2013-04-09,81.0,64.0,73.0,62.0,66.0,0.0,8.0,0.0,30.12,30.15,6.8,13.0,7.7,2013,4,9, ,0607,1850
465,10,2013-04-10,80.0,62.0,71.0,63.0,66.0,0.0,6.0,0.0,30.06,30.07,7.2,13.0,7.8,2013,4,10, ,0606,1851
466,10,2013-04-11,86.0,69.0,78.0,69.0,71.0,0.0,13.0,0.25,29.91,29.91,9.9,16.0,10.5,2013,4,11,TSRA BR,0605,1852
467,10,2013-04-12,89.0,72.0,81.0,67.0,71.0,0.0,16.0,0.0,29.8,29.83,13.1,21.0,14.9,2013,4,12, ,0603,1852
468,10,2013-04-13,80.0,64.0,72.0,51.0,60.0,0.0,7.0,0.0,29.92,29.95,4.0,2.0,8.1,2013,4,13, ,0602,1853
469,10,2013-04-14,76.0,63.0,70.0,61.0,63.0,0.0,5.0,1.13,29.95,29.96,5.6,8.0,7.5,2013,4,14,RA BR,0601,1853
470,10,2013-04-15,83.0,62.0,73.0,63.0,66.0,0.0,8.0,0.26,29.95,30.0,3.7,5.0,5.9,2013,4,15, ,0600,1854
471,10,2013-04-16,81.0,65.0,73.0,65.0,67.0,0.0,8.0,0.0,30.12,30.16,7.0,6.0,7.2,2013,4,16,BR,0559,1855
472,10,2013-04-17,77.0,66.0,72.0,65.0,67.0,0.0,7.0,0.0,30.12,30.14,6.4,4.0,7.0,2013,4,17, ,0558,1855
473,10,2013-04-18,84.0,67.0,76.0,66.0,69.0,0.0,11.0,0.0,30.01,30.03,5.5,12.0,6.6,2013,4,18,MIFG,0557,1856
474,10,2013-04-19,88.0,62.0,75.0,68.0,71.0,0.0,10.0,0.16,29.93,29.96,9.7,19.0,12.4,2013,4,19,RA BR,0556,1857
475,10,2013-04-20,62.0,51.0,57.0,51.0,53.0,8.0,0.0,0.45,30.06,30.12,10.4,36.0,11.7,2013,4,20,RA BR,0555,1857
476,10,2013-04-21,70.0,59.0,65.0,57.0,61.0,0.0,0.0,0.03,30.14,30.16,17.1,3.0,17.2,2013,4,21,RA BR HZ,0554,1858
477,10,2013-04-22,65.0,59.0,62.0,58.0,60.0,3.0,0.0,0.32,30.09,30.11,16.4,2.0,16.9,2013,4,22,RA BR,0553,1858
478,10,2013-04-23,71.0,59.0,65.0,55.0,59.0,0.0,0.0,0.0,30.11,30.13,8.0,4.0,9.0,2013,4,23, ,0552,1859
479,10,2013-04-24,82.0,60.0,71.0,59.0,63.0,0.0,6.0,0.0,30.11,30.13,4.3,12.0,6.2,2013,4,24, ,0551,1860
480,10,2013-04-25,84.0,64.0,74.0,62.0,67.0,0.0,9.0,0.0,30.13,30.17,0.9,23.0,4.2,2013,4,25, ,0550,1900
481,10,2013-04-26,78.0,65.0,72.0,60.0,64.0,0.0,7.0,0.0,30.22,30.25,10.3,3.0,11.2,2013,4,26, ,0549,1900
482,10,2013-04-27,80.0,65.0,73.0,59.0,64.0,0.0,8.0,0.0,30.19,30.21,8.1,6.0,9.3,2013,4,27, ,0548,1901
483,10,2013-04-28,81.0,68.0,75.0,63.0,67.0,0.0,10.0,0.0,30.06,30.08,9.6,13.0,10.1,2013,4,28, ,0547,1902
484,10,2013-04-29,81.0,65.0,73.0,64.0,67.0,0.0,8.0,0.29,29.98,29.99,3.8,17.0,8.3,2013,4,29,TS TSRA BR,0546,1902
485,10,2013-04-30,83.0,64.0,74.0,65.0,67.0,0.0,9.0,0.26,29.96,29.99,4.2,6.0,5.2,2013,4,30,BR,0545,1903
486,10,2013-05-01,76.0,67.0,72.0,64.0,66.0,0.0,7.0,3.03,30.01,30.04,14.1,4.0,14.3,2013,5,1,RA,0544,1904
487,10,2013-05-02,70.0,67.0,69.0,67.0,67.0,0.0,4.0,3.03,29.94,29.95,13.6,7.0,14.5,2013,5,2,RA BR,0543,1904
488,10,2013-05-03,70.0,65.0,68.0,63.0,65.0,0.0,3.0,1.53,29.83,29.85,18.3,7.0,18.4,2013,5,3,RA BR,0542,1905
489,10,2013-05-04,70.0,65.0,68.0,66.0,66.0,0.0,3.0,3.14,29.75,29.76,12.8,7.0,13.8,2013,5,4,RA FG BR,0541,1906
490,10,2013-05-05,77.0,58.0,68.0,54.0,60.0,0.0,3.0,0.0,29.79,29.83,7.8,26.0,9.3,2013,5,5,BR,0540,1906
491,10,2013-05-06,73.0,59.0,65.0,47.0,55.0,0.0,0.0,0.0,29.93,29.94,8.5,26.0,8.2,2013,5,6, ,0540,1907
492,10,2013-05-07,78.0,56.0,67.0,53.0,59.0,0.0,2.0,0.08,29.93,29.97,11.0,24.0,11.3,2013,5,7, ,0539,1908
493,10,2013-05-08,81.0,59.0,70.0,55.0,62.0,0.0,5.0,0.0,30.03,30.06,5.5,26.0,6.5,2013,5,8, ,0538,1908
494,10,2013-05-09,84.0,62.0,73.0,59.0,65.0,0.0,8.0,0.0,30.08,30.11,3.4,15.0,6.5,2013,5,9,BR,0537,1909
495,10,2013-05-10,88.0,65.0,77.0,62.0,67.0,0.0,12.0,0.0,30.05,30.07,5.9,16.0,7.2,2013,5,10, ,0537,1910
496,10,2013-05-11,89.0,68.0,79.0,65.0,69.0,0.0,14.0,0.21,29.98,29.99,8.1,24.0,8.8,2013,5,11,RA BR,0536,1910
497,10,2013-05-12,84.0,66.0,75.0,62.0,67.0,0.0,10.0,0.0,29.96,29.98,7.6,27.0,8.4,2013,5,12,BR,0535,1911
498,10,2013-05-13,78.0,64.0,71.0,42.0,56.0,0.0,6.0,0.0,30.05,30.1,10.5,33.0,11.1,2013,5,13, ,0535,1912
499,10,2013-05-14,80.0,58.0,69.0,42.0,55.0,0.0,4.0,0.0,30.16,30.2,3.8,2.0,7.6,2013,5,14, ,0534,1912
500,10,2013-05-15,84.0,59.0,72.0,53.0,61.0,0.0,7.0,0.0,30.14,30.16,5.0,17.0,7.7,2013,5,15, ,0533,1913
501,10,2013-05-16,85.0,65.0,75.0,61.0,66.0,0.0,10.0,0.0,30.06,30.08,6.1,18.0,9.0,2013,5,16, ,0533,1913
502,10,2013-05-17,87.0,69.0,78.0,63.0,68.0,0.0,13.0,0.0,30.06,30.08,6.6,14.0,8.2,2013,5,17, ,0532,1914
503,10,2013-05-18,89.0,72.0,81.0,68.0,71.0,0.0,16.0,0.24,30.06,30.09,8.6,14.0,9.8,2013,5,18,TS TSRA RA,0531,1915
504,10,2013-05-19,86.0,71.0,79.0,69.0,72.0,0.0,14.0,0.4,30.03,30.06,7.9,15.0,10.3,2013,5,19,TS RA,0531,1915
505,10,2013-05-20,86.0,72.0,79.0,69.0,72.0,0.0,14.0,0.03,30.03,30.05,6.4,14.0,7.5,2013,5,20, ,0530,1916
506,10,2013-05-21,85.0,73.0,79.0,69.0,72.0,0.0,14.0,0.21,29.99,30.01,6.5,14.0,7.2,2013,5,21,TS TSRA RA,0530,1917
507,10,2013-05-22,88.0,73.0,81.0,70.0,73.0,0.0,16.0,0.0,29.94,29.96,6.1,11.0,6.9,2013,5,22,TS,0529,1917
508,10,2013-05-23,91.0,71.0,81.0,68.0,72.0,0.0,16.0,0.01,29.92,29.95,2.1,24.0,6.3,2013,5,23,RA,0529,1918
509,10,2013-05-24,90.0,71.0,81.0,60.0,68.0,0.0,16.0,0.0,29.98,30.02,8.0,32.0,10.0,2013,5,24, ,0528,1919
510,10,2013-05-25,81.0,70.0,76.0,54.0,63.0,0.0,11.0,0.0,30.16,30.19,8.8,7.0,10.4,2013,5,25, ,0528,1919
511,10,2013-05-26,84.0,63.0,74.0,54.0,62.0,0.0,9.0,0.0,30.17,30.2,5.0,13.0,7.4,2013,5,26, ,0528,1920
512,10,2013-05-27,84.0,65.0,75.0,61.0,66.0,0.0,10.0,0.0,30.16,30.18,6.8,12.0,8.1,2013,5,27, ,0527,1920
513,10,2013-05-28,84.0,71.0,78.0,65.0,69.0,0.0,13.0,0.0,30.14,30.16,10.3,10.0,10.4,2013,5,28, ,0527,1921
514,10,2013-05-29,85.0,73.0,79.0,70.0,73.0,0.0,14.0,0.0,30.11,30.14,12.2,10.0,12.3,2013,5,29,RA,0527,1921
515,10,2013-05-30,86.0,74.0,80.0,70.0,73.0,0.0,15.0,0.0,30.11,30.14,12.5,11.0,12.7,2013,5,30,RA,0526,1922
516,10,2013-05-31,86.0,73.0,80.0,69.0,72.0,0.0,15.0,0.0,30.1,30.12,13.4,11.0,13.5,2013,5,31, ,0526,1923
517,10,2013-06-01,86.0,74.0,80.0,70.0,73.0,0.0,15.0,0.02,30.04,30.06,11.5,11.0,11.8,2013,6,1,RA BR,0526,1923
518,10,2013-06-02,87.0,75.0,81.0,73.0,75.0,0.0,16.0,0.02,29.95,29.96,10.5,12.0,10.9,2013,6,2,RA,0526,1924
519,10,2013-06-03,91.0,73.0,82.0,71.0,74.0,0.0,17.0,0.21,29.9,29.92,5.3,20.0,7.9,2013,6,3,TS TSRA,0525,1924
520,10,2013-06-04,84.0,74.0,79.0,72.0,74.0,0.0,14.0,0.02,29.95,29.98,6.7,20.0,7.6,2013,6,4,TS,0525,1925
521,10,2013-06-05,83.0,73.0,78.0,71.0,73.0,0.0,13.0,0.27,29.95,29.98,5.8,18.0,7.2,2013,6,5,RA BR,0525,1925
