,date,units
51694,2013-03-11,100
51695,2013-03-11,1
51696,2013-03-11,1
51697,2013-03-12,17
51698,2013-03-12,2
51699,2013-03-12,11
51700,2013-03-12,36
51701,2013-03-12,17
51702,2013-03-12,8
51703,2013-03-12,1
51704,2013-03-12,1
51705,2013-03-12,15
51706,2013-03-12,2
51707,2013-03-12,36
51708,2013-03-12,10
51709,2013-03-12,17
51710,2013-03-12,47
51711,2013-03-12,44
51712,2013-03-12,76
51713,2013-03-12,9
51714,2013-03-12,45
51715,2013-03-12,64
51716,2013-03-12,1
51717,2013-03-13,22
51718,2013-03-13,9
51719,2013-03-13,50
51720,2013-03-13,10
51721,2013-03-13,7
51722,2013-03-13,23
51723,2013-03-13,33
51724,2013-03-13,7
51725,2013-03-13,36
51726,2013-03-13,50
51727,2013-03-13,39
51728,2013-03-13,68
51729,2013-03-13,11
51730,2013-03-13,2
51731,2013-03-13,63
51732,2013-03-13,73
51733,2013-03-13,3
51734,2013-03-14,24
51735,2013-03-14,7
51736,2013-03-14,45
51737,2013-03-14,9
51738,2013-03-14,5
51739,2013-03-14,1
51740,2013-03-14,1
51741,2013-03-14,56
51742,2013-03-14,1
51743,2013-03-14,42
51744,2013-03-14,1
51745,2013-03-14,4
51746,2013-03-14,38
51747,2013-03-14,37
51748,2013-03-14,61
51749,2013-03-14,62
51750,2013-03-14,8
51751,2013-03-14,2
51752,2013-03-14,24
51753,2013-03-14,58
51754,2013-03-15,32
51755,2013-03-15,5
51756,2013-03-15,73
51757,2013-03-15,19
51758,2013-03-15,15
51759,2013-03-15,2
51760,2013-03-15,34
51761,2013-03-15,2
51762,2013-03-15,24
51763,2013-03-15,1
51764,2013-03-15,15
51765,2013-03-15,56
51766,2013-03-15,43
51767,2013-03-15,57
51768,2013-03-15,59
51769,2013-03-15,16
51770,2013-03-15,1
51771,2013-03-15,58
51772,2013-03-15,100
51773,2013-03-16,30
51774,2013-03-16,8
51775,2013-03-16,71
51776,2013-03-16,12
51777,2013-03-16,19
51778,2013-03-16,1
51779,2013-03-16,26
51780,2013-03-16,4
51781,2013-03-16,28
51782,2013-03-16,3
51783,2013-03-16,4
51784,2013-03-16,17
51785,2013-03-16,49
51786,2013-03-16,62
51787,2013-03-16,89
51788,2013-03-16,13
51789,2013-03-16,3
51790,2013-03-16,42
51791,2013-03-16,102
51792,2013-03-16,2
51793,2013-03-17,90
51794,2013-03-17,12
51795,2013-03-17,82
51796,2013-03-17,33
51797,2013-03-17,15
51798,2013-03-17,4
51799,2013-03-17,80
51800,2013-03-17,1
51801,2013-03-17,35
51802,2013-03-17,7
51803,2013-03-17,50
51804,2013-03-17,60
51805,2013-03-17,103
51806,2013-03-17,120
51807,2013-03-17,18
51808,2013-03-17,2
51809,2013-03-17,64
51810,2013-03-17,95
51811,2013-03-17,1
51812,2013-03-18,30
51813,2013-03-18,8
51814,2013-03-18,53
51815,2013-03-18,3
51816,2013-03-18,16
51817,2013-03-18,76
51818,2013-03-18,33
51819,2013-03-18,7
51820,2013-03-18,64
51821,2013-03-18,42
51822,2013-03-18,81
51823,2013-03-18,64
51824,2013-03-18,12
51825,2013-03-18,4
51826,2013-03-18,55
51827,2013-03-18,82
51828,2013-03-18,2
51829,2013-03-19,27
51830,2013-03-19,9
51831,2013-03-19,55
51832,2013-03-19,4
51833,2013-03-19,10
51834,2013-03-19,1
51835,2013-03-19,29
51836,2013-03-19,33
51837,2013-03-19,1
51838,2013-03-19,22
51839,2013-03-19,40
51840,2013-03-19,29
51841,2013-03-19,67
51842,2013-03-19,9
51843,2013-03-19,39
51844,2013-03-19,79
51845,2013-03-19,2
51846,2013-03-20,25
51847,2013-03-20,9
51848,2013-03-20,49
51849,2013-03-20,8
51850,2013-03-20,9
51851,2013-03-20,42
51852,2013-03-20,5
51853,2013-03-20,40
51854,2013-03-20,2
51855,2013-03-20,26
51856,2013-03-20,47
51857,2013-03-20,43
51858,2013-03-20,62
51859,2013-03-20,7
51860,2013-03-20,2
51861,2013-03-20,51
51862,2013-03-20,1
51863,2013-03-20,61
51864,2013-03-20,2
51865,2013-03-21,36
51866,2013-03-21,13
51867,2013-03-21,56
51868,2013-03-21,21
51869,2013-03-21,10
51870,2013-03-21,1
51871,2013-03-21,1
51872,2013-03-21,30
51873,2013-03-21,33
51874,2013-03-21,6
51875,2013-03-21,1
51876,2013-03-21,22
51877,2013-03-21,47
51878,2013-03-21,42
51879,2013-03-21,68
51880,2013-03-21,6
51881,2013-03-21,98
51882,2013-03-21,2
51883,2013-03-21,68
51884,2013-03-21,1
51885,2013-03-22,61
51886,2013-03-22,11
51887,2013-03-22,63
51888,2013-03-22,23
51889,2013-03-22,11
51890,2013-03-22,5
51891,2013-03-22,18
51892,2013-03-22,1
51893,2013-03-22,33
51894,2013-03-22,10
51895,2013-03-22,41
51896,2013-03-22,42
51897,2013-03-22,42
51898,2013-03-22,78
51899,2013-03-22,11
51900,2013-03-22,1
51901,2013-03-22,36
51902,2013-03-22,87
51903,2013-03-22,1
51904,2013-03-23,67
51905,2013-03-23,12
51906,2013-03-23,72
51907,2013-03-23,25
51908,2013-03-23,22
51909,2013-03-23,1
51910,2013-03-23,31
51911,2013-03-23,2
51912,2013-03-23,38
51913,2013-03-23,3
51914,2013-03-23,23
51915,2013-03-23,45
51916,2013-03-23,71
51917,2013-03-23,67
51918,2013-03-23,11
51919,2013-03-23,2
51920,2013-03-23,35
51921,2013-03-23,120
51922,2013-03-23,1
51923,2013-03-24,59
51924,2013-03-24,15
51925,2013-03-24,86
51926,2013-03-24,31
51927,2013-03-24,28
51928,2013-03-24,4
51929,2013-03-24,40
51930,2013-03-24,47
51931,2013-03-24,1
51932,2013-03-24,1
51933,2013-03-24,27
51934,2013-03-24,56
51935,2013-03-24,48
51936,2013-03-24,73
51937,2013-03-24,20
51938,2013-03-24,36
51939,2013-03-24,91
51940,2013-03-25,75
51941,2013-03-25,6
51942,2013-03-25,15
51943,2013-03-25,63
51944,2013-03-25,21
51945,2013-03-25,14
51946,2013-03-25,2
51947,2013-03-25,59
51948,2013-03-25,2
51949,2013-03-25,38
51950,2013-03-25,8
51951,2013-03-25,11
51952,2013-03-25,47
51953,2013-03-25,45
51954,2013-03-25,46
51955,2013-03-25,60
51956,2013-03-25,9
51957,2013-03-25,49
51958,2013-03-25,1
51959,2013-03-25,64
51960,2013-03-25,4
51961,2013-03-26,22
51962,2013-03-26,3
51963,2013-03-26,6
51964,2013-03-26,56
51965,2013-03-26,14
51966,2013-03-26,12
51967,2013-03-26,1
51968,2013-03-26,59
51969,2013-03-26,1
51970,2013-03-26,26
51971,2013-03-26,7
51972,2013-03-26,79
51973,2013-03-26,45
51974,2013-03-26,21
51975,2013-03-26,59
51976,2013-03-26,8
51977,2013-03-26,2
51978,2013-03-26,74
51979,2013-03-26,1
51980,2013-03-26,1
51981,2013-03-27,23
51982,2013-03-27,3
51983,2013-03-27,55
51984,2013-03-27,17
51985,2013-03-27,17
51986,2013-03-27,1
51987,2013-03-27,21
51988,2013-03-27,17
51989,2013-03-27,4
51990,2013-03-27,29
51991,2013-03-27,42
51992,2013-03-27,9
51993,2013-03-27,53
51994,2013-03-27,4
51995,2013-03-27,11
51996,2013-03-27,59
51997,2013-03-27,1
51998,2013-03-28,41
51999,2013-03-28,4
52000,2013-03-28,53
52001,2013-03-28,18
52002,2013-03-28,16
52003,2013-03-28,1
52004,2013-03-28,8
52005,2013-03-28,3
52006,2013-03-28,40
52007,2013-03-28,5
52008,2013-03-28,7
52009,2013-03-28,44
52010,2013-03-28,51
52011,2013-03-28,26
52012,2013-03-28,63
52013,2013-03-28,12
52014,2013-03-28,1
52015,2013-03-28,25
52016,2013-03-28,1
52017,2013-03-28,94
52018,2013-03-29,61
52019,2013-03-29,4
52020,2013-03-29,61
52021,2013-03-29,5
52022,2013-03-29,10
52023,2013-03-29,1
52024,2013-03-29,30
52025,2013-03-29,3
52026,2013-03-29,27
52027,2013-03-29,6
52028,2013-03-29,43
52029,2013-03-29,57
52030,2013-03-29,11
52031,2013-03-29,70
52032,2013-03-29,6
52033,2013-03-29,80
52034,2013-03-29,82
52035,2013-03-29,4
52036,2013-03-30,53
52037,2013-03-30,11
52038,2013-03-30,93
52039,2013-03-30,12
52040,2013-03-30,7
52041,2013-03-30,4
52042,2013-03-30,35
52043,2013-03-30,37
52044,2013-03-30,7
52045,2013-03-30,2
52046,2013-03-30,68
52047,2013-03-30,57
52048,2013-03-30,39
52049,2013-03-30,62
52050,2013-03-30,17
52051,2013-03-30,1
52052,2013-03-30,60
52053,2013-03-30,101
52054,2013-03-30,3
52055,2013-03-31,81
52056,2013-03-31,2
52057,2013-03-31,7
52058,2013-03-31,58
52059,2013-03-31,2
52060,2013-03-31,16
52061,2013-03-31,18
52062,2013-03-31,3
52063,2013-03-31,34
52064,2013-03-31,45
52065,2013-03-31,43
52066,2013-03-31,23
52067,2013-03-31,75
52068,2013-03-31,13
52069,2013-03-31,80
52070,2013-03-31,67
52071,2013-03-31,1
52072,2013-04-01,71
52073,2013-04-01,9
52074,2013-04-01,91
52075,2013-04-01,74
52076,2013-04-01,21
52077,2013-04-01,3
52078,2013-04-01,2
52079,2013-04-01,50
52080,2013-04-01,42
52081,2013-04-01,2
52082,2013-04-01,46
52083,2013-04-01,65
52084,2013-04-01,90
52085,2013-04-01,92
52086,2013-04-01,14
52087,2013-04-01,62
52088,2013-04-01,2
52089,2013-04-01,119
52090,2013-04-01,4
52091,2013-04-02,27
52092,2013-04-02,4
52093,2013-04-02,58
52094,2013-04-02,30
52095,2013-04-02,12
52096,2013-04-02,1
52097,2013-04-02,38
52098,2013-04-02,2
52099,2013-04-02,34
52100,2013-04-02,15
52101,2013-04-02,53
52102,2013-04-02,91
52103,2013-04-02,63
52104,2013-04-02,6
52105,2013-04-02,1
52106,2013-04-02,90
52107,2013-04-02,83
52108,2013-04-02,3
52109,2013-04-03,31
52110,2013-04-03,13
52111,2013-04-03,52
52112,2013-04-03,15
52113,2013-04-03,12
52114,2013-04-03,1
52115,2013-04-03,1
52116,2013-04-03,33
52117,2013-04-03,33
52118,2013-04-03,2
52119,2013-04-03,49
52120,2013-04-03,57
52121,2013-04-03,60
52122,2013-04-03,66
52123,2013-04-03,10
52124,2013-04-03,2
52125,2013-04-03,35
52126,2013-04-03,1
52127,2013-04-03,115
52128,2013-04-04,32
52129,2013-04-04,1
52130,2013-04-04,10
52131,2013-04-04,73
52132,2013-04-04,1
52133,2013-04-04,11
52134,2013-04-04,35
52135,2013-04-04,25
52136,2013-04-04,1
52137,2013-04-04,62
52138,2013-04-04,51
52139,2013-04-04,28
52140,2013-04-04,67
52141,2013-04-04,7
52142,2013-04-04,30
52143,2013-04-04,87
52144,2013-04-04,2
52145,2013-04-05,69
52146,2013-04-05,11
52147,2013-04-05,62
52148,2013-04-05,37
52149,2013-04-05,10
52150,2013-04-05,22
52151,2013-04-05,1
52152,2013-04-05,24
52153,2013-04-05,1
52154,2013-04-05,108
52155,2013-04-05,58
52156,2013-04-05,55
52157,2013-04-05,96
52158,2013-04-05,8
52159,2013-04-05,85
52160,2013-04-05,107
52161,2013-04-05,1
52162,2013-04-05,1
52163,2013-04-06,25
52164,2013-04-06,12
52165,2013-04-06,62
52166,2013-04-06,6
52167,2013-04-06,18
52168,2013-04-06,1
52169,2013-04-06,22
52170,2013-04-06,1
52171,2013-04-06,32
52172,2013-04-06,4
52173,2013-04-06,25
52174,2013-04-06,60
52175,2013-04-06,57
52176,2013-04-06,110
52177,2013-04-06,11
52178,2013-04-06,1
52179,2013-04-06,93
52180,2013-04-06,1
52181,2013-04-06,107
52182,2013-04-06,2
52183,2013-04-07,45
52184,2013-04-07,4
52185,2013-04-07,8
52186,2013-04-07,80
52187,2013-04-07,14
52188,2013-04-07,31
52189,2013-04-07,1
52190,2013-04-07,1
52191,2013-04-07,36
52192,2013-04-07,4
52193,2013-04-07,42
52194,2013-04-07,7
52195,2013-04-07,78
52196,2013-04-07,54
52197,2013-04-07,91
52198,2013-04-07,102
52199,2013-04-07,17
52200,2013-04-07,29
52201,2013-04-07,105
52202,2013-04-07,2
52203,2013-04-08,62
52204,2013-04-08,11
52205,2013-04-08,60
52206,2013-04-08,13
52207,2013-04-08,13
52208,2013-04-08,1
52209,2013-04-08,57
52210,2013-04-08,5
52211,2013-04-08,51
52212,2013-04-08,5
52213,2013-04-08,42
52214,2013-04-08,43
52215,2013-04-08,32
52216,2013-04-08,62
52217,2013-04-08,16
52218,2013-04-08,50
52219,2013-04-08,96
52220,2013-04-09,22
52221,2013-04-09,5
52222,2013-04-09,43
52223,2013-04-09,16
52224,2013-04-09,13
52225,2013-04-09,2
52226,2013-04-09,44
52227,2013-04-09,3
52228,2013-04-09,31
52229,2013-04-09,1
52230,2013-04-09,4
52231,2013-04-09,34
52232,2013-04-09,43
52233,2013-04-09,72
52234,2013-04-09,59
52235,2013-04-09,7
52236,2013-04-09,85
52237,2013-04-09,77
52238,2013-04-09,1
52239,2013-04-10,77
52240,2013-04-10,8
52241,2013-04-10,51
52242,2013-04-10,23
52243,2013-04-10,18
52244,2013-04-10,2
52245,2013-04-10,2
52246,2013-04-10,47
52247,2013-04-10,1
52248,2013-04-10,34
52249,2013-04-10,11
52250,2013-04-10,36
52251,2013-04-10,66
52252,2013-04-10,112
52253,2013-04-10,95
52254,2013-04-10,8
52255,2013-04-10,1
52256,2013-04-10,88
52257,2013-04-10,124
52258,2013-04-10,1
52259,2013-04-11,21
52260,2013-04-11,18
52261,2013-04-11,40
52262,2013-04-11,7
52263,2013-04-11,17
52264,2013-04-11,15
52265,2013-04-11,1
52266,2013-04-11,25
52267,2013-04-11,3
52268,2013-04-11,41
52269,2013-04-11,39
52270,2013-04-11,58
52271,2013-04-11,75
52272,2013-04-11,16
52273,2013-04-11,59
52274,2013-04-11,81
52275,2013-04-11,1
52276,2013-04-12,43
52277,2013-04-12,5
52278,2013-04-12,66
52279,2013-04-12,2
52280,2013-04-12,25
52281,2013-04-12,1
52282,2013-04-12,1
52283,2013-04-12,13
52284,2013-04-12,1
52285,2013-04-12,38
52286,2013-04-12,1
52287,2013-04-12,57
52288,2013-04-12,52
52289,2013-04-12,52
52290,2013-04-12,71
52291,2013-04-12,10
52292,2013-04-12,1
52293,2013-04-12,26
52294,2013-04-12,80
52295,2013-04-12,3
52296,2013-04-13,55
52297,2013-04-13,16
52298,2013-04-13,64
52299,2013-04-13,36
52300,2013-04-13,12
52301,2013-04-13,3
52302,2013-04-13,2
52303,2013-04-13,53
52304,2013-04-13,3
52305,2013-04-13,39
52306,2013-04-13,5
52307,2013-04-13,4
52308,2013-04-13,40
52309,2013-04-13,42
52310,2013-04-13,28
52311,2013-04-13,82
52312,2013-04-13,20
52313,2013-04-13,1
52314,2013-04-13,39
52315,2013-04-13,113
52316,2013-04-13,1
52317,2013-04-14,46
52318,2013-04-14,8
52319,2013-04-14,70
52320,2013-04-14,27
52321,2013-04-14,19
52322,2013-04-14,2
52323,2013-04-14,51
52324,2013-04-14,2
52325,2013-04-14,53
52326,2013-04-14,3
52327,2013-04-14,5
52328,2013-04-14,80
52329,2013-04-14,62
52330,2013-04-14,35
52331,2013-04-14,84
52332,2013-04-14,16
52333,2013-04-14,3
52334,2013-04-14,81
52335,2013-04-14,88
52336,2013-04-14,4
52337,2013-04-15,73
52338,2013-04-15,2
52339,2013-04-15,10
52340,2013-04-15,80
52341,2013-04-15,7
52342,2013-04-15,17
52343,2013-04-15,1
52344,2013-04-15,42
52345,2013-04-15,3
52346,2013-04-15,40
52347,2013-04-15,9
52348,2013-04-15,52
52349,2013-04-15,60
52350,2013-04-15,55
52351,2013-04-15,57
52352,2013-04-15,10
52353,2013-04-15,16
52354,2013-04-15,70
52355,2013-04-15,3
52356,2013-04-16,25
52357,2013-04-16,2
52358,2013-04-16,13
52359,2013-04-16,38
52360,2013-04-16,29
52361,2013-04-16,12
52362,2013-04-16,51
52363,2013-04-16,65
52364,2013-04-16,2
52365,2013-04-16,60
52366,2013-04-16,37
52367,2013-04-16,55
52368,2013-04-16,50
52369,2013-04-16,12
52370,2013-04-16,38
52371,2013-04-16,74
52372,2013-04-17,15
52373,2013-04-17,5
52374,2013-04-17,58
52375,2013-04-17,3
52376,2013-04-17,7
52377,2013-04-17,2
52378,2013-04-17,13
52379,2013-04-17,1
52380,2013-04-17,32
52381,2013-04-17,3
52382,2013-04-17,20
52383,2013-04-17,46
52384,2013-04-17,22
52385,2013-04-17,44
52386,2013-04-17,12
52387,2013-04-17,1
52388,2013-04-17,23
52389,2013-04-17,68
52390,2013-04-17,1
52391,2013-04-18,39
52392,2013-04-18,5
52393,2013-04-18,65
52394,2013-04-18,10
52395,2013-04-18,16
52396,2013-04-18,2
52397,2013-04-18,31
52398,2013-04-18,1
52399,2013-04-18,24
52400,2013-04-18,3
52401,2013-04-18,55
52402,2013-04-18,41
52403,2013-04-18,21
52404,2013-04-18,51
52405,2013-04-18,5
52406,2013-04-18,2
52407,2013-04-18,38
52408,2013-04-18,3
52409,2013-04-18,72
52410,2013-04-18,2
52411,2013-04-19,17
52412,2013-04-19,7
52413,2013-04-19,61
52414,2013-04-19,14
52415,2013-04-19,10
52416,2013-04-19,41
52417,2013-04-19,2
52418,2013-04-19,21
52419,2013-04-19,1
52420,2013-04-19,1
52421,2013-04-19,57
52422,2013-04-19,43
52423,2013-04-19,45
52424,2013-04-19,57
52425,2013-04-19,6
52426,2013-04-19,3
52427,2013-04-19,54
52428,2013-04-19,95
52429,2013-04-19,1
52430,2013-04-20,75
52431,2013-04-20,14
52432,2013-04-20,82
52433,2013-04-20,10
52434,2013-04-20,16
52435,2013-04-20,2
52436,2013-04-20,58
52437,2013-04-20,3
52438,2013-04-20,24
52439,2013-04-20,1
52440,2013-04-20,3
52441,2013-04-20,40
52442,2013-04-20,46
52443,2013-04-20,51
52444,2013-04-20,62
52445,2013-04-20,9
52446,2013-04-20,61
52447,2013-04-20,1
52448,2013-04-20,91
52449,2013-04-20,1
52450,2013-04-21,50
52451,2013-04-21,12
52452,2013-04-21,108
52453,2013-04-21,19
52454,2013-04-21,21
52455,2013-04-21,5
52456,2013-04-21,1
52457,2013-04-21,60
52458,2013-04-21,1
52459,2013-04-21,46
52460,2013-04-21,72
52461,2013-04-21,60
52462,2013-04-21,30
52463,2013-04-21,101
52464,2013-04-21,13
52465,2013-04-21,9
52466,2013-04-21,115
52467,2013-04-21,3
52468,2013-04-22,32
52469,2013-04-22,6
52470,2013-04-22,65
52471,2013-04-22,8
52472,2013-04-22,15
52473,2013-04-22,1
52474,2013-04-22,56
52475,2013-04-22,1
52476,2013-04-22,29
52477,2013-04-22,2
52478,2013-04-22,44
52479,2013-04-22,47
52480,2013-04-22,78
52481,2013-04-22,68
52482,2013-04-22,9
52483,2013-04-22,2
52484,2013-04-22,19
52485,2013-04-22,81
52486,2013-04-22,2
52487,2013-04-23,16
52488,2013-04-23,2
52489,2013-04-23,12
52490,2013-04-23,47
52491,2013-04-23,8
52492,2013-04-23,16
52493,2013-04-23,20
52494,2013-04-23,3
52495,2013-04-23,36
52496,2013-04-23,3
52497,2013-04-23,54
52498,2013-04-23,48
52499,2013-04-23,12
52500,2013-04-23,65
52501,2013-04-23,7
52502,2013-04-23,22
52503,2013-04-23,85
52504,2013-04-23,1
52505,2013-04-24,19
52506,2013-04-24,1
52507,2013-04-24,9
52508,2013-04-24,60
52509,2013-04-24,10
52510,2013-04-24,13
52511,2013-04-24,6
52512,2013-04-24,36
52513,2013-04-24,24
52514,2013-04-24,40
52515,2013-04-24,40
52516,2013-04-24,64
52517,2013-04-24,12
52518,2013-04-24,52
52519,2013-04-24,58
52520,2013-04-24,3
52521,2013-04-25,23
52522,2013-04-25,11
52523,2013-04-25,36
52524,2013-04-25,13
52525,2013-04-25,23
52526,2013-04-25,2
52527,2013-04-25,32
52528,2013-04-25,3
52529,2013-04-25,31
52530,2013-04-25,1
52531,2013-04-25,28
52532,2013-04-25,40
52533,2013-04-25,26
52534,2013-04-25,67
52535,2013-04-25,13
52536,2013-04-25,1
52537,2013-04-25,31
52538,2013-04-25,64
52539,2013-04-25,1
52540,2013-04-26,27
52541,2013-04-26,7
52542,2013-04-26,76
52543,2013-04-26,2
52544,2013-04-26,10
52545,2013-04-26,14
52546,2013-04-26,27
52547,2013-04-26,1
52548,2013-04-26,31
52549,2013-04-26,1
52550,2013-04-26,5
52551,2013-04-26,25
52552,2013-04-26,55
52553,2013-04-26,22
52554,2013-04-26,76
52555,2013-04-26,5
52556,2013-04-26,2
52557,2013-04-26,46
52558,2013-04-26,83
52559,2013-04-26,2
52560,2013-04-27,42
52561,2013-04-27,11
52562,2013-04-27,69
52563,2013-04-27,11
52564,2013-04-27,14
52565,2013-04-27,1
52566,2013-04-27,35
52567,2013-04-27,6
52568,2013-04-27,37
52569,2013-04-27,4
52570,2013-04-27,23
52571,2013-04-27,57
52572,2013-04-27,72
52573,2013-04-27,75
52574,2013-04-27,14
52575,2013-04-27,1
52576,2013-04-27,31
52577,2013-04-27,105
52578,2013-04-28,54
52579,2013-04-28,17
52580,2013-04-28,91
52581,2013-04-28,25
52582,2013-04-28,27
52583,2013-04-28,37
52584,2013-04-28,1
52585,2013-04-28,39
52586,2013-04-28,3
52587,2013-04-28,46
52588,2013-04-28,66
52589,2013-04-28,26
52590,2013-04-28,77
52591,2013-04-28,18
52592,2013-04-28,1
52593,2013-04-28,9
52594,2013-04-28,90
52595,2013-04-28,1
52596,2013-04-29,39
52597,2013-04-29,6
52598,2013-04-29,61
52599,2013-04-29,16
52600,2013-04-29,11
52601,2013-04-29,2
52602,2013-04-29,63
52603,2013-04-29,3
52604,2013-04-29,29
52605,2013-04-29,3
52606,2013-04-29,2
52607,2013-04-29,87
52608,2013-04-29,45
52609,2013-04-29,23
52610,2013-04-29,66
52611,2013-04-29,7
52612,2013-04-29,1
52613,2013-04-29,29
52614,2013-04-29,67
52615,2013-04-29,2
52616,2013-04-30,35
52617,2013-04-30,6
52618,2013-04-30,55
52619,2013-04-30,43
52620,2013-04-30,11
52621,2013-04-30,1
52622,2013-04-30,19
52623,2013-04-30,38
52624,2013-04-30,3
52625,2013-04-30,5
52626,2013-04-30,49
52627,2013-04-30,30
52628,2013-04-30,66
52629,2013-04-30,82
52630,2013-04-30,8
52631,2013-04-30,27
52632,2013-04-30,76
52633,2013-05-01,52
52634,2013-05-01,4
52635,2013-05-01,9
52636,2013-05-01,81
52637,2013-05-01,12
52638,2013-05-01,16
52639,2013-05-01,1
52640,2013-05-01,11
52641,2013-05-01,41
52642,2013-05-01,1
52643,2013-05-01,12
52644,2013-05-01,81
52645,2013-05-01,100
52646,2013-05-01,33
52647,2013-05-01,83
52648,2013-05-01,16
52649,2013-05-01,84
52650,2013-05-01,115
52651,2013-05-01,3
52652,2013-05-02,39
52653,2013-05-02,1
52654,2013-05-02,8
52655,2013-05-02,75
52656,2013-05-02,1
52657,2013-05-02,12
52658,2013-05-02,18
52659,2013-05-02,1
52660,2013-05-02,1
52661,2013-05-02,14
52662,2013-05-02,40
52663,2013-05-02,3
52664,2013-05-02,6
52665,2013-05-02,45
52666,2013-05-02,56
52667,2013-05-02,27
52668,2013-05-02,60
52669,2013-05-02,4
52670,2013-05-02,56
52671,2013-05-02,83
52672,2013-05-02,1
52673,2013-05-03,40
52674,2013-05-03,11
52675,2013-05-03,72
52676,2013-05-03,1
52677,2013-05-03,8
52678,2013-05-03,1
52679,2013-05-03,20
52680,2013-05-03,23
52681,2013-05-03,5
52682,2013-05-03,26
52683,2013-05-03,55
52684,2013-05-03,41
52685,2013-05-03,66
52686,2013-05-03,12
52687,2013-05-03,10
52688,2013-05-03,1
52689,2013-05-03,99
52690,2013-05-04,42
52691,2013-05-04,2
52692,2013-05-04,15
52693,2013-05-04,77
52694,2013-05-04,3
52695,2013-05-04,43
52696,2013-05-04,22
52697,2013-05-04,2
52698,2013-05-04,37
52699,2013-05-04,3
52700,2013-05-04,11
52701,2013-05-04,40
52702,2013-05-04,55
52703,2013-05-04,85
52704,2013-05-04,56
52705,2013-05-04,15
52706,2013-05-04,2
52707,2013-05-04,107
52708,2013-05-04,136
52709,2013-05-04,2
52710,2013-05-05,65
52711,2013-05-05,14
52712,2013-05-05,88
52713,2013-05-05,44
52714,2013-05-05,20
52715,2013-05-05,1
52716,2013-05-05,1
52717,2013-05-05,4
52718,2013-05-05,1
52719,2013-05-05,43
52720,2013-05-05,1
52721,2013-05-05,5
52722,2013-05-05,86
52723,2013-05-05,84
52724,2013-05-05,74
52725,2013-05-05,106
52726,2013-05-05,29
52727,2013-05-05,3
52728,2013-05-05,88
52729,2013-05-05,6
52730,2013-05-05,184
52731,2013-05-05,5
52732,2013-05-06,37
52733,2013-05-06,16
52734,2013-05-06,55
52735,2013-05-06,11
52736,2013-05-06,23
52737,2013-05-06,2
52738,2013-05-06,4
52739,2013-05-06,28
52740,2013-05-06,1
52741,2013-05-06,5
52742,2013-05-06,30
52743,2013-05-06,50
52744,2013-05-06,45
52745,2013-05-06,76
52746,2013-05-06,11
52747,2013-05-06,2
52748,2013-05-06,15
52749,2013-05-06,129
52750,2013-05-07,12
52751,2013-05-07,10
52752,2013-05-07,72
52753,2013-05-07,23
52754,2013-05-07,17
52755,2013-05-07,1
52756,2013-05-07,1
52757,2013-05-07,28
52758,2013-05-07,2
52759,2013-05-07,14
52760,2013-05-07,31
52761,2013-05-07,19
52762,2013-05-07,89
52763,2013-05-07,13
52764,2013-05-07,2
52765,2013-05-07,31
52766,2013-05-07,87
52767,2013-05-07,1
52768,2013-05-08,37
52769,2013-05-08,3
52770,2013-05-08,55
52771,2013-05-08,7
52772,2013-05-08,9
52773,2013-05-08,1
52774,2013-05-08,35
52775,2013-05-08,1
52776,2013-05-08,45
52777,2013-05-08,44
52778,2013-05-08,10
52779,2013-05-08,62
52780,2013-05-08,9
52781,2013-05-08,30
52782,2013-05-08,55
52783,2013-05-08,1
52784,2013-05-09,26
52785,2013-05-09,9
52786,2013-05-09,61
52787,2013-05-09,15
52788,2013-05-09,12
52789,2013-05-09,24
52790,2013-05-09,1
52791,2013-05-09,27
52792,2013-05-09,3
52793,2013-05-09,3
52794,2013-05-09,35
52795,2013-05-09,40
52796,2013-05-09,29
52797,2013-05-09,60
52798,2013-05-09,15
52799,2013-05-09,1
52800,2013-05-09,1
52801,2013-05-09,44
52802,2013-05-09,67
52803,2013-05-09,1
52804,2013-05-10,30
52805,2013-05-10,10
52806,2013-05-10,67
52807,2013-05-10,10
52808,2013-05-10,13
52809,2013-05-10,22
52810,2013-05-10,1
52811,2013-05-10,25
52812,2013-05-10,6
52813,2013-05-10,34
52814,2013-05-10,60
52815,2013-05-10,36
52816,2013-05-10,98
52817,2013-05-10,10
52818,2013-05-10,1
52819,2013-05-10,80
52820,2013-05-10,127
52821,2013-05-10,3
52822,2013-05-11,56
52823,2013-05-11,17
52824,2013-05-11,76
52825,2013-05-11,18
52826,2013-05-11,9
52827,2013-05-11,35
52828,2013-05-11,3
52829,2013-05-11,42
52830,2013-05-11,2
52831,2013-05-11,70
52832,2013-05-11,48
52833,2013-05-11,23
52834,2013-05-11,110
52835,2013-05-11,10
52836,2013-05-11,1
52837,2013-05-11,40
52838,2013-05-11,109
52839,2013-05-11,2
52840,2013-05-12,44
52841,2013-05-12,9
52842,2013-05-12,71
52843,2013-05-12,7
52844,2013-05-12,9
52845,2013-05-12,1
52846,2013-05-12,39
52847,2013-05-12,3
52848,2013-05-12,22
52849,2013-05-12,3
52850,2013-05-12,23
52851,2013-05-12,59
52852,2013-05-12,66
52853,2013-05-12,101
52854,2013-05-12,11
52855,2013-05-12,46
52856,2013-05-12,1
52857,2013-05-12,105
52858,2013-05-13,51
52859,2013-05-13,2
