,station_nbr,date,tmax,tmin,tavg,depart,dewpoint,wetbulb,heat,cool,sunrise,sunset,codesum,snowfall,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed
9027,20,2013-04-03,53,44,49,M,45,47,16, 0,-,-,Not_MO,0.0,1.35,29.34,30.06, 7.1,02,9.4
9028,1,2013-04-04,57,30,44,M,14,33,21, 0,-,-,MO,M,0.00,30.01,30.16, 8.5,25,10.2
9029,2,2013-04-04,51,25,38,-3,15,30,27, 0,0526,1816,MO,0.0,0.00,29.07,30.17,10.1,25,12.8
9030,3,2013-04-04,60,39,50,-7,39,44,15, 0,0606,1847,Not_MO,0.0,0.21,29.41,30.15, 6.0,33,6.9
9031,4,2013-04-04,62,46,54,-12,42,47,11, 0,0617,1851,MO,0.0,0.00,29.47,30.16, 5.7,34,6.5
9032,5,2013-04-04,M,M,M,M,M,M,M,M,0523,1813,MO,M,M,M,M,M,M,M
9033,6,2013-04-04,61,45,53,-11,43,47,12, 0,0617,1851,MO,0.0,0.00,29.63,30.15, 9.6,34,10.6
9034,7,2013-04-04,53,34,44,M,35,40,21, 0,-,-,Not_MO,  T,  T,28.79,30.19, 6.9,35,7.7
9035,8,2013-04-04,58,47,53,M,47,50,12, 0,-,-,Not_MO,M,0.01,29.78,M, 8.7,34,9.0
9036,9,2013-04-04,52,31,42,M,25,36,23, 0,-,-,MO,M,0.00,29.33,30.10, 9.0,30,11.9
9037,10,2013-04-04,77,65,71,M,64,67,0, 6,0613,1847,Not_MO,M,0.23,29.91,29.92, 5.4,19,9.0
9038,11,2013-04-04,78,64,71, 7,M,M,0, 6,0613,1847,Not_MO,0.0,0.08,29.91,M,M,M,8.7
9039,12,2013-04-04,79,66,73,M,63,66,0, 8,-,-,Not_MO,0.0,0.17,29.90,29.93, 4.9,20,8.9
9040,13,2013-04-04,66,32,49,M,25,40,16, 0,-,-,MO,M,0.00,24.28,30.04, 4.4,15,6.2
9041,14,2013-04-04,54,36,45,-12,37,40,20, 0,0613,1853,Not_MO,0.0,0.01,28.77,30.18, 8.2,35,9.2
9042,15,2013-04-04,55,26,41, 1,11,31,24, 0,0523,1816,MO,0.0,0.00,29.77,30.13, 6.5,25,7.9
9043,16,2013-04-04,55,26,41,M,15,33,24, 0,-,-,MO,M,0.00,30.04,30.13, 7.7,24,9.8
9044,17,2013-04-04,61,40,51,M,35,42,14, 0,-,-,Not_MO,0.0,0.17,29.47,30.17, 3.5,35,4.2
9045,18,2013-04-04,52,44,48,-16,40,44,17, 0,0612,1849,Not_MO,0.0,  T,29.64,30.15, 9.0,33,9.3
9046,19,2013-04-04,58,28,43, 2,23,36,22, 0,0529,1820,MO,0.0,0.00,29.31,30.09, 8.4,25,11.0
9047,20,2013-04-04,52,43,48,M,40,43,17, 0,-,-,Not_MO,0.0,0.02,29.44,30.14, 9.5,32,9.7
9048,1,2013-04-05,62,38,50,M,23,37,15, 0,-,-,Not_MO,M,  T,29.68,29.84, 6.6,27,10.4
9049,2,2013-04-05,56,33,45, 4,22,34,20, 0,0524,1817,Not_MO,0.0,  T,28.74,29.84,11.1,27,14.1
9050,3,2013-04-05,70,37,54,-4,43,50,11, 0,0604,1848,MO,0.0,0.00,29.33,30.08, 7.6,17,8.4
9051,4,2013-04-05,73,40,57,-10,42,50,8, 0,0616,1852,MO,0.0,0.00,29.44,30.17, 0.9,14,3.7
9052,5,2013-04-05,M,M,M,M,M,M,M,M,0521,1814,MO,M,M,M,M,M,M,M
9053,6,2013-04-05,72,36,54,-11,44,49,11, 0,0616,1851,MO,0.0,0.00,29.61,30.16, 1.6,15,4.6
9054,7,2013-04-05,66,32,49,M,39,45,16, 0,-,-,Not_MO,0.0,0.00,28.66,30.09,12.0,19,12.9
9055,8,2013-04-05,73,41,57,M,48,52,8, 0,-,-,Not_MO,M,0.00,29.81,M, 1.9,16,2.4
9056,9,2013-04-05,45,27,36,M,23,31,29, 0,-,-,Not_MO,M,0.03,29.34,30.15, 5.9,13,8.5
9057,10,2013-04-05,69,54,62,M,56,57,3, 0,0612,1848,Not_MO,M,0.16,29.88,29.92, 8.2,36,9.8
9058,11,2013-04-05,65,51,58,-6,54,55,7, 0,0611,1848,Not_MO,0.0,0.49,29.87,29.93, 5.3,36,6.0
9059,12,2013-04-05,68,54,61,M,54,56,4, 0,-,-,Not_MO,0.0,0.22,29.86,29.92, 5.9,02,6.4
9060,13,2013-04-05,71,45,58,M,22,42,7, 0,-,-,MO,M,  T,24.08,29.74, 4.1,26,9.4
9061,14,2013-04-05,67,33,50,-7,40,46,15, 0,0612,1854,Not_MO,0.0,0.00,28.66,30.09,10.1,19,11.2
9062,15,2013-04-05,58,33,46, 5,20,35,19, 0,0522,1817,MO,0.0,0.00,29.45,29.82, 6.0,30,9.4
9063,16,2013-04-05,57,37,47,M,25,37,18, 0,-,-,MO,M,0.00,29.72,29.81, 5.6,26,10.8
9064,17,2013-04-05,71,34,53,M,38,47,12, 0,-,-,Not_MO,0.0,0.00,29.39,30.11, 5.8,18,5.8
9065,18,2013-04-05,70,41,56,-8,42,49,9, 0,0611,1850,MO,0.0,0.00,29.59,30.14, 2.7,18,6.0
9066,19,2013-04-05,42,33,38,-4,25,32,27, 0,0527,1821,MO,0.0,0.00,29.45,30.22, 9.0,04,9.8
9067,20,2013-04-05,69,39,54,M,43,49,11, 0,-,-,MO,0.0,0.00,29.39,30.14, 1.4,20,5.4
9068,1,2013-04-06,46,29,38,M,7,28,27, 0,-,-,MO,M,0.00,29.98,30.20,10.5,31,11.0
9069,2,2013-04-06,43,28,36,-5,5,27,29, 0,0522,1819,MO,0.0,0.00,29.03,30.19,10.5,31,12.4
9070,3,2013-04-06,77,57,67, 9,51,57,0, 2,0603,1849,MO,0.0,0.00,29.11,29.84,12.8,18,13.6
9071,4,2013-04-06,82,53,68, 1,53,58,0, 3,0615,1852,MO,0.0,0.00,29.24,29.95, 8.0,18,8.6
9072,5,2013-04-06,M,M,M,M,M,M,M,M,0519,1815,MO,M,M,M,M,M,M,M
9073,6,2013-04-06,82,50,66, 1,54,59,0, 1,0614,1852,MO,0.0,0.00,29.41,29.95,12.3,17,12.6
9074,7,2013-04-06,74,55,65,M,46,53,0, 0,-,-,MO,0.0,0.00,28.46,29.84,13.5,20,14.1
9075,8,2013-04-06,79,53,66,M,58,61,0, 1,-,-,Not_MO,M,0.00,29.62,M, 8.3,17,8.6
9076,9,2013-04-06,53,37,45,M,32,38,20, 0,-,-,Not_MO,M,0.08,28.91,29.69, 3.6,13,13.0
9077,10,2013-04-06,69,52,61,M,52,56,4, 0,0610,1848,MO,M,  T,30.08,30.12, 9.7,02,10.4
9078,11,2013-04-06,69,45,57,-7,50,54,8, 0,0610,1849,MO,0.0,0.00,30.08,30.14, 7.6,04,7.6
9079,12,2013-04-06,68,51,60,M,52,56,5, 0,-,-,MO,0.0,0.00,30.07,30.13, 7.6,04,8.5
9080,13,2013-04-06,61,40,51,M,23,39,14, 0,-,-,MO,M,0.00,24.13,29.82, 2.5,04,9.5
9081,14,2013-04-06,74,54,64, 7,48,54,1, 0,0610,1855,MO,0.0,0.00,28.46,29.84,13.4,19,14.3
9082,15,2013-04-06,43,22,33,-8,5,25,32, 0,0520,1818,MO,0.0,0.00,29.76,30.19,11.5,32,11.7
9083,16,2013-04-06,46,27,37,M,7,28,28, 0,-,-,MO,M,0.00,30.01,30.17,10.2,31,10.6
9084,17,2013-04-06,78,55,67,M,46,55,0, 2,-,-,MO,0.0,0.00,29.18,29.88, 8.8,20,9.2
9085,18,2013-04-06,78,57,68, 4,50,58,0, 3,0609,1850,MO,0.0,0.00,29.38,29.91,15.5,17,15.9
9086,19,2013-04-06,61,35,48, 6,35,42,17, 0,0526,1822,Not_MO,0.0,0.05,29.00,29.82,11.6,16,14.1
9087,20,2013-04-06,76,55,66,M,51,57,0, 1,-,-,MO,0.0,0.00,29.19,29.91,11.0,17,11.4
9088,1,2013-04-07,58,26,42,M,25,37,23, 0,-,-,MO,M,0.00,30.03,30.16, 8.2,20,8.4
9089,2,2013-04-07,52,28,40,-2,24,35,25, 0,0520,1820,MO,0.0,  T,29.07,30.15,13.7,21,13.9
9090,3,2013-04-07,68,54,61, 3,58,60,4, 0,0602,1850,MO,0.0,0.00,29.07,29.79,13.6,17,13.8
9091,4,2013-04-07,84,63,74, 7,59,64,0, 9,0613,1853,MO,0.0,0.00,29.15,29.85, 7.7,16,8.4
9092,5,2013-04-07,M,M,M,M,M,M,M,M,0517,1817,MO,M,M,M,M,M,M,M
9093,6,2013-04-07,84,63,74, 9,61,64,0, 9,0613,1852,MO,0.0,0.00,29.31,29.84,13.1,17,13.3
9094,7,2013-04-07,72,55,64,M,55,59,1, 0,-,-,Not_MO,0.0,0.00,28.36,29.74,16.8,16,16.9
9095,8,2013-04-07,82,62,72,M,62,66,0, 7,-,-,Not_MO,M,0.00,29.52,M, 8.4,16,8.5
9096,9,2013-04-07,49,36,43,M,32,37,22, 0,-,-,Not_MO,M,0.17,29.10,29.87, 0.6,17,7.1
9097,10,2013-04-07,75,60,68,M,57,61,0, 3,0609,1849,MO,M,0.00,30.11,30.14, 4.7,10,6.6
9098,11,2013-04-07,77,52,65, 1,55,58,0, 0,0609,1849,Not_MO,0.0,0.00,30.11,30.15, 4.3,12,4.8
9099,12,2013-04-07,76,58,67,M,56,61,0, 2,-,-,MO,0.0,0.00,30.11,30.15, 4.6,13,5.0
9100,13,2013-04-07,62,37,50,M,26,39,15, 0,-,-,MO,M,  T,24.00,29.70, 2.0,25,6.1
9101,14,2013-04-07,71,53,62, 5,56,59,3, 0,0609,1856,Not_MO,0.0,0.00,28.36,29.74,15.2,15,15.4
9102,15,2013-04-07,58,19,39,-2,22,33,26, 0,0518,1819,MO,0.0,  T,29.78,30.13, 7.3,18,7.4
9103,16,2013-04-07,54,25,40,M,28,37,25, 0,-,-,MO,M,0.00,30.08,30.14, 10.0,19,10.3
9104,17,2013-04-07,68,49,59,M,54,57,6, 0,-,-,Not_MO,0.0,0.00,29.12,29.83, 8.1,17,8.1
9105,18,2013-04-07,75,63,69, 5,58,62,0, 4,0608,1851,MO,0.0,0.00,29.29,29.82,15.8,17,16.0
9106,19,2013-04-07,53,35,44, 2,33,38,21, 0,0524,1823,MO,0.0,0.00,29.16,29.92, 5.2,30,12.2
9107,20,2013-04-07,74,61,68,M,58,62,0, 3,-,-,MO,0.0,0.00,29.10,29.82,11.9,16,12.0
9108,1,2013-04-08,65,42,54,M,36,45,11, 0,-,-,MO,M,0.00,29.88,30.04, 2.2,27,6.0
9109,2,2013-04-08,63,40,52,10,35,44,13, 0,0519,1821,Not_MO,0.0,0.00,28.92,30.03, 4.7,26,8.5
9110,3,2013-04-08,74,62,68, 9,62,64,0, 3,0600,1850,Not_MO,0.0,  T,28.95,29.67,13.9,15,14.1
9111,4,2013-04-08,77,67,72, 5,63,66,0, 7,0612,1853,Not_MO,0.0,0.00,29.04,29.73, 9.5,16,9.7
9112,5,2013-04-08,M,M,M,M,M,M,M,M,0516,1818,MO,M,M,M,M,M,M,M
9113,6,2013-04-08,77,67,72, 7,64,67,0, 7,0612,1853,Not_MO,0.0,  T,29.21,29.73,13.7,16,14.0
9114,7,2013-04-08,81,62,72,M,59,63,0, 7,-,-,Not_MO,0.0,0.00,28.23,29.58,22.5,17,23.0
9115,8,2013-04-08,80,69,75,M,67,69,0,10,-,-,Not_MO,M,0.00,29.42,M,11.5,16,11.5
9116,9,2013-04-08,47,40,44,M,38,40,21, 0,-,-,Not_MO,M,0.52,29.11,29.85, 4.4,02,5.6
9117,10,2013-04-08,80,59,70,M,59,63,0, 5,0608,1850,MO,M,0.00,30.10,30.13, 4.7,12,5.1
9118,11,2013-04-08,81,51,66, 1,57,61,0, 1,0608,1850,MO,0.0,0.00,30.09,30.13, 4.0,12,4.6
9119,12,2013-04-08,80,54,67,M,57,62,0, 2,-,-,Not_MO,0.0,0.00,30.09,30.14, 4.1,12,4.6
9120,13,2013-04-08,70,22,46,M,25,37,19, 0,-,-,Not_MO,M,  T,23.88,29.54, 1.6,13,16.5
9121,14,2013-04-08,80,62,71,13,60,64,0, 6,0608,1857,MO,0.0,0.00,28.25,29.59,21.7,17,22.1
9122,15,2013-04-08,63,29,46, 4,32,41,19, 0,0516,1820,Not_MO,0.0,  T,29.64,30.03, 3.2,32,5.8
9123,16,2013-04-08,62,42,52,M,37,44,13, 0,-,-,MO,M,0.00,29.90,30.02, 2.8,20,7.6
9124,17,2013-04-08,76,63,70,M,58,62,0, 5,-,-,Not_MO,0.0,0.00,29.01,29.70,10.8,16,10.9
9125,18,2013-04-08,76,67,72, 8,61,65,0, 7,0607,1852,MO,0.0,0.00,29.19,29.71,15.9,17,16.3
9126,19,2013-04-08,50,36,43, 0,39,40,22, 0,0522,1824,Not_MO,0.0,0.57,29.10,29.82, 3.8,06,8.9
9127,20,2013-04-08,76,66,71,M,61,65,0, 6,-,-,MO,0.0,0.00,29.00,29.70,13.2,17,13.5
9128,1,2013-04-09,71,46,59,M,41,49,6, 0,-,-,Not_MO,M,0.05,29.80,29.95, 2.5,30,5.8
9129,2,2013-04-09,66,44,55,12,41,48,10, 0,0517,1822,Not_MO,0.0,0.09,28.87,29.95, 6.6,26,10.9
9130,3,2013-04-09,79,44,62, 3,62,65,3, 0,0559,1851,MO,0.0,  T,28.98,29.67,10.7,17,14.4
9131,4,2013-04-09,86,70,78,10,66,69,0,13,0611,1854,MO,0.0,0.00,28.97,29.65,10.7,15,11.3
9132,5,2013-04-09,M,M,M,M,M,M,M,M,0514,1819,MO,M,M,M,M,M,M,M
9133,6,2013-04-09,86,71,79,13,67,70,0,14,0611,1854,Not_MO,0.0,  T,29.14,29.65,14.4,15,14.8
9134,7,2013-04-09,79,35,57,M,51,55,8, 0,-,-,Not_MO,M,0.13,28.34,29.66, 7.6,18,21.6
9135,8,2013-04-09,84,69,77,M,M,M,0,12,-,-,Not_MO,0.0,0.00,M,M,M,M,12.7
9136,9,2013-04-09,43,31,37,M,31,35,28, 0,-,-,Not_MO,M,0.32,29.33,30.08,11.8,03,12.2
9137,10,2013-04-09,81,64,73,M,62,66,0, 8,0607,1850,MO,M,0.00,30.12,30.15, 6.8,13,7.7
9138,11,2013-04-09,83,56,70, 5,60,63,0, 5,0607,1851,Not_MO,0.0,0.00,30.11,30.15, 4.8,13,5.4
9139,12,2013-04-09,81,58,70,M,61,64,0, 5,-,-,Not_MO,0.0,0.00,30.11,30.16, 6.6,14,7.0
9140,13,2013-04-09,23,9,16,M,10,12,49, 0,-,-,Not_MO,M,0.02,24.22,30.17,15.0,01,15.1
9141,14,2013-04-09,79,37,58, 0,54,57,7, 0,0606,1857,Not_MO,0.0,0.03,28.34,29.65, 4.9,18,21.7
9142,15,2013-04-09,63,42,53,11,40,45,12, 0,0515,1821,Not_MO,0.0,0.06,29.58,29.95, 3.2,33,5.5
9143,16,2013-04-09,71,44,58,M,42,47,7, 0,-,-,Not_MO,M,0.11,29.83,29.93, 1.6,27,6.6
9144,17,2013-04-09,79,43,61,M,57,62,4, 0,-,-,MO,0.0,  T,29.05,29.70, 9.2,18,11.3
9145,18,2013-04-09,83,69,76,11,63,68,0,11,0605,1852,Not_MO,0.0,  T,29.16,29.66,17.5,16,18.2
9146,19,2013-04-09,39,35,37,-6,36,M,28, 0,0520,1826,Not_MO,0.0,1.80,29.23,30.00,12.7,03,13.5
9147,20,2013-04-09,82,68,75,M,64,67,0,10,-,-,Not_MO,0.0,0.00,28.97,29.66,14.6,15,15.0
9148,1,2013-04-10,61,46,54,M,44,48,11, 0,-,-,Not_MO,M,0.53,29.79,29.94, 1.6,08,2.8
9149,2,2013-04-10,61,44,53,10,45,48,12, 0,0515,1823,Not_MO,0.0,0.23,28.84,29.91, 2.6,09,4.9
9150,3,2013-04-10,44,36,40,-19,38,39,25, 0,0557,1852,Not_MO,0.0,0.61,29.20,29.90,14.1,31,14.5
9151,4,2013-04-10,74,45,60,-8,49,52,5, 0,0610,1855,Not_MO,0.0,0.30,29.16,29.83, 4.7,34,9.6
9152,5,2013-04-10,M,M,M,M,M,M,M,M,0513,1820,MO,M,M,M,M,M,M,M
9153,6,2013-04-10,74,46,60,-6,50,53,5, 0,0610,1854,Not_MO,0.0,0.15,29.32,29.82, 8.4,35,15.6
9154,7,2013-04-10,38,31,35,M,30,33,30, 0,-,-,Not_MO,  T,1.28,28.59,29.97,15.0,33,14.8
9155,8,2013-04-10,76,49,63,M,55,57,2, 0,-,-,Not_MO,M,0.10,29.44,M, 5.7,36,12.0
9156,9,2013-04-10,40,31,36,M,24,32,29, 0,-,-,Not_MO,M,0.09,29.24,30.06, 10.0,06,10.4
9157,10,2013-04-10,80,62,71,M,63,66,0, 6,0606,1851,MO,M,0.00,30.06,30.07, 7.2,13,7.8
9158,11,2013-04-10,81,54,M,M,61,63,M,M,0606,1851,MO,0.0,0.00,30.06,30.08, 5.5,13,5.8
9159,12,2013-04-10,82,56,69,M,62,65,0, 4,-,-,Not_MO,0.0,0.00,30.06,30.09, 6.8,13,7.0
9160,13,2013-04-10,24,2,13,M,9,14,52, 0,-,-,Not_MO,M,  T,24.16,30.21, 2.2,09,5.7
9161,14,2013-04-10,39,32,36,-22,31,34,29, 0,0605,1858,Not_MO,  T,1.34,28.58,29.96,18.6,34,18.7
9162,15,2013-04-10,60,43,52,10,45,47,13, 0,0513,1823,Not_MO,0.0,0.60,29.56,29.94, 1.6,34,2.8
9163,16,2013-04-10,56,45,51,M,43,46,14, 0,-,-,Not_MO,M,0.27,29.83,29.92, 2.9,12,4.2
9164,17,2013-04-10,44,37,41,M,34,38,24, 0,-,-,Not_MO,0.0,0.42,29.25,29.93, 4.8,32,7.1
9165,18,2013-04-10,74,41,58,-7,40,44,7, 0,0604,1853,Not_MO,0.0,0.41,29.39,29.89,13.9,33,15.4
9166,19,2013-04-10,38,34,36,-7,35,36,29, 0,0519,1827,Not_MO,0.0,0.79,29.20,29.99,16.8,03,17.3
9167,20,2013-04-10,73,40,57,M,M,M,8, 0,-,-,Not_MO,0.0,0.60,29.18,29.87,14.0,32,15.7
9168,1,2013-04-11,53,43,48,M,35,42,17, 0,-,-,Not_MO,M,0.04,29.84,30.03, 4.6,02,5.8
9169,2,2013-04-11,54,36,45, 2,34,40,20, 0,0514,1824,Not_MO,0.0,0.06,28.87,30.00, 6.3,03,6.9
9170,3,2013-04-11,56,34,45,-15,32,39,20, 0,0556,1853,MO,0.0,0.00,29.13,29.85, 7.9,30,9.0
9171,4,2013-04-11,68,43,56,-12,40,48,9, 0,0609,1855,Not_MO,0.0,0.06,29.20,29.90, 3.0,03,5.4
9172,5,2013-04-11,M,M,M,M,M,M,M,M,0511,1821,MO,M,M,M,M,M,M,M
9173,6,2013-04-11,66,44,55,-11,40,48,10, 0,0609,1855,Not_MO,M,  T,29.36,29.89, 6.4,02,7.7
9174,7,2013-04-11,55,28,42,M,29,36,23, 0,-,-,MO,0.0,0.00,28.47,29.88, 4.6,26,8.0
9175,8,2013-04-11,69,47,58,M,43,50,7, 0,-,-,Not_MO,M,0.00,29.54,M, 5.6,36,6.4
9176,9,2013-04-11,37,31,34,M,29,M,31, 0,-,-,Not_MO,M,0.46,28.98,29.78, 9.6,06,10.0
9177,10,2013-04-11,86,69,78,M,69,71,0,13,0605,1852,Not_MO,M,0.25,29.91,29.91, 9.9,16,10.5
9178,11,2013-04-11,86,66,76,10,68,70,0,11,0604,1852,MO,0.0,0.29,29.90,29.91,10.3,16,10.6
9179,12,2013-04-11,86,71,79,M,68,70,0,14,-,-,Not_MO,0.0,0.04,29.90,29.92,10.0,16,10.5
9180,13,2013-04-11,53,22,38,M,26,33,27, 0,-,-,MO,M,0.00,24.03,29.84, 2.2,04,8.1
9181,14,2013-04-11,56,29,43,-15,30,37,22, 0,0604,1859,MO,0.0,0.00,28.46,29.87, 4.3,27,7.6
9182,15,2013-04-11,48,38,43, 0,32,39,22, 0,0511,1824,Not_MO,0.0,0.05,29.62,30.03, 6.2,32,6.4
9183,16,2013-04-11,51,42,47,M,36,42,18, 0,-,-,Not_MO,M,0.06,29.86,29.99, 2.9,05,4.6
9184,17,2013-04-11,56,35,46,M,28,37,19, 0,-,-,MO,0.0,0.00,29.18,29.88, 3.0,30,4.5
9185,18,2013-04-11,62,42,52,-13,33,44,13, 0,0603,1854,MO,0.0,0.00,29.37,29.89, 4.4,36,6.3
9186,19,2013-04-11,38,35,37,-7,36,M,28, 0,0517,1828,Not_MO,0.0,0.68,28.94,29.73,15.1,07,15.3
9187,20,2013-04-11,62,39,51,M,34,43,14, 0,-,-,MO,0.0,0.00,29.16,29.88, 5.0,34,6.0
9188,1,2013-04-12,44,37,41,M,32,36,24, 0,-,-,Not_MO,M,0.27,29.91,30.04,10.9,07,11.5
9189,2,2013-04-12,37,33,35,-9,33,34,30, 0,0512,1825,Not_MO,0.0,0.47,28.89,29.97,12.0,07,12.7
9190,3,2013-04-12,62,35,49,-11,33,42,16, 0,0555,1854,MO,0.0,0.00,29.26,29.97, 4.3,35,6.3
9191,4,2013-04-12,81,44,63,-5,43,53,2, 0,0608,1856,MO,0.0,0.00,29.23,29.92, 2.9,14,4.4
9192,5,2013-04-12,M,M,M,M,M,M,M,M,0509,1822,MO,M,M,M,M,M,M,M
9193,6,2013-04-12,81,39,60,-6,44,52,5, 0,0607,1856,MO,0.0,0.00,29.40,29.92, 4.6,15,5.0
9194,7,2013-04-12,61,36,49,M,33,42,16, 0,-,-,MO,0.0,0.00,28.61,29.97, 5.4,02,8.2
9195,8,2013-04-12,81,45,63,M,49,56,2, 0,-,-,MO,M,0.00,29.57,M, 3.1,14,3.4
9196,9,2013-04-12,36,28,32,M,25,30,33, 0,-,-,Not_MO,M,0.01,29.00,29.77, 7.9,33,8.2
9197,10,2013-04-12,89,72,81,M,67,71,0,16,0603,1852,MO,M,0.00,29.80,29.83,13.1,21,14.9
9198,11,2013-04-12,89,70,80,14,68,71,0,15,0603,1852,Not_MO,0.0,0.04,29.78,29.82,11.4,22,12.2
9199,12,2013-04-12,90,72,81,M,67,71,0,16,-,-,Not_MO,0.0,  T,29.78,29.83,11.9,22,12.8
9200,13,2013-04-12,59,27,43,M,29,35,22, 0,-,-,Not_MO,M,0.00,24.13,29.91, 1.8,13,8.3
9201,14,2013-04-12,63,38,51,-8,34,43,14, 0,0602,1860,MO,0.0,0.00,28.59,29.96, 5.7,03,8.4
9202,15,2013-04-12,40,31,36,-7,29,32,29, 0,0510,1825,Not_MO,0.2,0.49,29.69,30.05, 5.8,06,6.4
9203,16,2013-04-12,43,36,40,M,33,36,25, 0,-,-,Not_MO,M,0.46,29.93,30.00, 9.8,07,10.8
9204,17,2013-04-12,64,35,50,M,31,42,15, 0,-,-,MO,0.0,0.07,29.33,29.99, 2.7,36,4.3
9205,18,2013-04-12,78,44,61,-4,41,51,4, 0,0602,1855,MO,0.0,0.00,29.41,29.92, 3.4,14,5.1
9206,19,2013-04-12,43,36,40,-4,35,37,25, 0,0515,1829,Not_MO,0.0,0.06,28.92,29.67, 7.5,26,9.4
9207,20,2013-04-12,76,45,61,M,42,51,4, 0,-,-,MO,0.0,0.00,29.21,29.92, 2.8,15,4.4
9208,1,2013-04-13,54,36,45,M,34,39,20, 0,-,-,Not_MO,M,0.06,29.69,29.87, 3.3,33,5.4
9209,2,2013-04-13,50,32,41,-3,32,37,24, 0,0511,1826,Not_MO,0.0,0.07,28.73,29.86, 5.4,32,8.4
9210,3,2013-04-13,72,46,59,-1,44,51,6, 0,0553,1855,Not_MO,0.0,0.21,29.13,29.88,10.3,16,11.5
9211,4,2013-04-13,78,54,66,-3,51,57,0, 1,0607,1857,MO,0.0,0.00,29.16,29.87, 3.6,14,4.7
9212,5,2013-04-13,M,M,M,M,M,M,M,M,0508,1823,MO,M,M,M,M,M,M,M
9213,6,2013-04-13,78,44,61,-6,51,56,4, 0,0606,1856,MO,0.0,0.00,29.33,29.86, 4.4,12,4.8
9214,7,2013-04-13,76,47,62,M,41,51,3, 0,-,-,Not_MO,0.0,0.02,28.45,29.84,14.2,16,18.1
9215,8,2013-04-13,79,51,65,M,56,60,0, 0,-,-,Not_MO,M,0.00,29.53,M, 4.6,13,4.8
9216,9,2013-04-13,36,29,33,M,24,30,32, 0,-,-,Not_MO,M,  T,29.14,29.91, 4.1,31,6.4
9217,10,2013-04-13,80,64,72,M,51,60,0, 7,0602,1853,MO,M,0.00,29.92,29.95, 4.0,02,8.1
9218,11,2013-04-13,82,57,70, 4,M,M,0, 5,0602,1853,MO,0.0,0.00,29.91,M,M,M,4.8
9219,12,2013-04-13,78,59,69,M,51,59,0, 4,-,-,MO,0.0,  T,29.91,29.96, 2.5,01,5.4
9220,13,2013-04-13,67,33,50,M,24,39,15, 0,-,-,Not_MO,M,0.05,23.84,29.54, 4.8,22,10.8
9221,14,2013-04-13,75,47,61, 2,43,51,4, 0,0601,1901,MO,0.0,0.04,28.45,29.84,11.6,14,15.2
9222,15,2013-04-13,53,32,43,-1,34,38,22, 0,0508,1826,Not_MO,0.0,0.03,29.47,29.85, 1.5,30,3.2
9223,16,2013-04-13,51,35,43,M,35,38,22, 0,-,-,Not_MO,M,0.02,29.71,29.83, 2.5,02,7.0
9224,17,2013-04-13,76,48,62,M,42,51,3, 0,-,-,Not_MO,0.0,0.19,29.20,29.91, 7.3,16,8.1
9225,18,2013-04-13,80,55,68, 2,45,56,0, 3,0601,1855,MO,0.0,0.00,29.34,29.87,11.3,15,11.9
9226,19,2013-04-13,40,30,35,-9,26,33,30, 0,0514,1830,Not_MO,  T,  T,29.15,29.89, 9.4,26,10.0
9227,20,2013-04-13,77,52,65,M,46,55,0, 0,-,-,MO,0.0,0.00,29.14,29.87, 8.5,15,8.9
9228,1,2013-04-14,57,38,48,M,31,40,17, 0,-,-,MO,M,  T,29.85,30.04, 7.4,28,7.7
9229,2,2013-04-14,48,34,M,M,28,35,M,M,0509,1828,MO,0.0,0.00,28.90,30.05,10.5,29,11.1
9230,3,2013-04-14,81,57,69, 8,49,57,0, 4,0552,1855,MO,0.0,0.00,28.87,29.59,12.9,17,17.1
9231,4,2013-04-14,87,58,73, 4,61,65,0, 8,0605,1857,MO,0.0,0.00,29.00,29.69, 4.7,17,5.8
9232,5,2013-04-14,M,M,M,M,M,M,M,M,0506,1824,MO,M,M,M,M,M,M,M
9233,6,2013-04-14,86,51,69, 2,61,64,0, 4,0605,1857,Not_MO,0.0,0.00,29.16,29.69, 8.5,18,8.9
9234,7,2013-04-14,80,58,69,M,49,58,0, 4,-,-,MO,0.0,0.00,28.20,29.55,14.0,18,18.8
9235,8,2013-04-14,88,57,73,M,65,67,0, 8,-,-,Not_MO,M,0.00,29.36,M, 6.1,18,6.0
9236,9,2013-04-14,36,30,33,M,28,31,32, 0,-,-,Not_MO,M,0.28,28.91,29.72,11.2,11,11.8
9237,10,2013-04-14,76,63,70,M,61,63,0, 5,0601,1853,Not_MO,M,1.13,29.95,29.96, 5.6,08,7.5
9238,11,2013-04-14,72,56,64,-2,60,61,1, 0,0601,1854,Not_MO,0.0,0.51,29.94,29.96, 5.3,06,6.2
9239,12,2013-04-14,77,58,68,M,60,62,0, 3,-,-,Not_MO,0.0,1.39,29.93,29.97, 4.0,08,5.3
9240,13,2013-04-14,51,33,42,M,18,33,23, 0,-,-,MO,M,0.17,23.90,29.57, 6.8,31,11.5
9241,14,2013-04-14,80,55,68, 9,52,59,0, 3,0560,1902,MO,0.0,0.00,28.20,29.55,13.9,18,17.5
9242,15,2013-04-14,54,28,41,-3,30,37,24, 0,0506,1827,Not_MO,0.0,0.00,29.62,30.03, 5.5,29,6.7
9243,16,2013-04-14,55,37,46,M,30,39,19, 0,-,-,Not_MO,M,  T,29.87,30.01, 6.8,29,7.4
