,date,station_nbr,store_nbr,item_nbr,units,depart,codesum
48504,2012-12-28,17,18,37,9,M,SN BR HZ
48505,2012-12-28,17,23,5,60,M,SN BR HZ
48506,2012-12-28,17,23,29,2,M,SN BR HZ
48507,2012-12-28,17,23,45,36,M,SN BR HZ
48508,2012-12-28,17,26,5,50,M,SN BR HZ
48509,2012-12-28,17,26,45,50,M,SN BR HZ
48510,2012-12-28,17,31,9,51,M,SN BR HZ
48511,2012-12-28,17,31,45,81,M,SN BR HZ
48512,2012-12-28,17,31,67,15,M,SN BR HZ
48513,2012-12-28,17,31,93,1,M,SN BR HZ
48514,2012-12-28,17,34,9,97,M,SN BR HZ
48515,2012-12-28,17,34,31,1,M,SN BR HZ
48516,2012-12-28,17,34,45,95,M,SN BR HZ
48517,2012-12-28,18,36,9,37,-8,DZ BR HZ
48518,2012-12-28,18,36,30,1,-8,DZ BR HZ
48519,2012-12-28,18,36,44,55,-8,DZ BR HZ
48520,2012-12-28,19,30,16,48, 8,SN BR
48521,2012-12-28,19,30,44,161, 8,SN BR
48522,2012-12-28,20,17,9,114,M,RA BR
48523,2012-12-28,20,17,37,52,M,RA BR
48524,2012-12-28,20,17,48,173,M,RA BR
48525,2012-12-29,1,1,9,33,M,SN FZFG BR
48526,2012-12-29,1,1,28,13,M,SN FZFG BR
48527,2012-12-29,1,1,40,5,M,SN FZFG BR
48528,2012-12-29,1,1,51,6,M,SN FZFG BR
48529,2012-12-29,2,16,16,52, 1,SN FZFG BR
48530,2012-12-29,2,16,25,218, 1,SN FZFG BR
48531,2012-12-29,2,16,39,6, 1,SN FZFG BR
48532,2012-12-29,2,16,85,1, 1,SN FZFG BR
48533,2012-12-29,3,21,5,38,-8, 
48534,2012-12-29,3,21,44,101,-8, 
48535,2012-12-29,3,29,8,70,-8, 
48536,2012-12-29,3,29,41,17,-8, 
48537,2012-12-29,3,29,45,72,-8, 
48538,2012-12-29,3,33,9,124,-8, 
48539,2012-12-29,3,33,44,210,-8, 
48540,2012-12-29,3,33,85,1,-8, 
48541,2012-12-29,4,8,5,12,-8, 
48542,2012-12-29,4,8,23,13,-8, 
48543,2012-12-29,4,8,59,1,-8, 
48544,2012-12-29,4,8,93,1,-8, 
48545,2012-12-29,5,35,16,40,M, 
48546,2012-12-29,5,35,24,4,M, 
48547,2012-12-29,5,35,49,14,M, 
48548,2012-12-29,5,35,50,17,M, 
48549,2012-12-29,5,35,66,32,M, 
48550,2012-12-29,5,35,93,8,M, 
48551,2012-12-29,6,7,5,106,-10, 
48552,2012-12-29,6,7,23,34,-10, 
48553,2012-12-29,6,13,5,17,-10, 
48554,2012-12-29,6,13,36,87,-10, 
48555,2012-12-29,7,3,5,150,M,HZ
48556,2012-12-29,7,3,45,94,M,HZ
48557,2012-12-29,7,20,5,55,M,HZ
48558,2012-12-29,7,20,18,1,M,HZ
48559,2012-12-29,7,20,41,30,M,HZ
48560,2012-12-29,7,28,5,49,M,HZ
48561,2012-12-29,7,28,35,3,M,HZ
48562,2012-12-29,7,28,45,63,M,HZ
48563,2012-12-29,8,39,9,3,M, 
48564,2012-12-29,8,39,36,9,M, 
48565,2012-12-29,9,4,9,159,M,SN HZ
48566,2012-12-29,9,4,27,11,M,SN HZ
48567,2012-12-29,9,4,90,2,M,SN HZ
48568,2012-12-29,9,4,96,5,M,SN HZ
48569,2012-12-29,9,4,97,1,M,SN HZ
48570,2012-12-29,9,4,101,4,M,SN HZ
48571,2012-12-29,9,24,6,69,M,SN HZ
48572,2012-12-29,9,24,43,30,M,SN HZ
48573,2012-12-29,9,24,60,1,M,SN HZ
48574,2012-12-29,10,11,9,31,M,TSRA RA BR
48575,2012-12-29,10,11,61,3,M,TSRA RA BR
48576,2012-12-29,10,11,68,53,M,TSRA RA BR
48577,2012-12-29,10,11,87,4,M,TSRA RA BR
48578,2012-12-29,10,22,9,31,M,TSRA RA BR
48579,2012-12-29,10,22,68,70,M,TSRA RA BR
48580,2012-12-29,10,27,9,48,M,TSRA RA BR
48581,2012-12-29,10,27,21,2,M,TSRA RA BR
48582,2012-12-29,10,27,68,42,M,TSRA RA BR
48583,2012-12-29,10,27,93,10,M,TSRA RA BR
48584,2012-12-29,11,12,16,49, 5,RA BR
48585,2012-12-29,11,12,37,20, 5,RA BR
48586,2012-12-29,11,12,93,8, 5,RA BR
48587,2012-12-29,11,43,16,42, 5,RA BR
48588,2012-12-29,11,43,37,17, 5,RA BR
48589,2012-12-29,12,5,16,44,M,RA BR VCTS
48590,2012-12-29,12,5,37,10,M,RA BR VCTS
48591,2012-12-29,12,5,93,13,M,RA BR VCTS
48592,2012-12-29,12,10,5,39,M,RA BR VCTS
48593,2012-12-29,12,10,37,18,M,RA BR VCTS
48594,2012-12-29,12,10,86,2,M,RA BR VCTS
48595,2012-12-29,12,41,16,62,M,RA BR VCTS
48596,2012-12-29,12,41,61,1,M,RA BR VCTS
48597,2012-12-29,12,41,68,46,M,RA BR VCTS
48598,2012-12-29,12,41,93,1,M,RA BR VCTS
48599,2012-12-29,12,44,5,22,M,RA BR VCTS
48600,2012-12-29,12,44,68,37,M,RA BR VCTS
48601,2012-12-29,12,44,94,3,M,RA BR VCTS
48602,2012-12-29,13,15,5,89,M, 
48603,2012-12-29,13,15,15,16,M, 
48604,2012-12-29,13,15,17,3,M, 
48605,2012-12-29,13,15,45,123,M, 
48606,2012-12-29,13,15,61,4,M, 
48607,2012-12-29,13,25,9,170,M, 
48608,2012-12-29,13,25,12,1,M, 
48609,2012-12-29,13,25,45,101,M, 
48610,2012-12-29,13,25,50,2,M, 
48611,2012-12-29,13,25,81,5,M, 
48612,2012-12-29,13,32,9,27,M, 
48613,2012-12-29,13,32,19,1,M, 
48614,2012-12-29,13,32,45,60,M, 
48615,2012-12-29,13,32,58,1,M, 
48616,2012-12-29,13,32,86,1,M, 
48617,2012-12-29,13,37,5,71,M, 
48618,2012-12-29,13,37,15,1,M, 
48619,2012-12-29,13,37,45,86,M, 
48620,2012-12-29,13,37,53,3,M, 
48621,2012-12-29,13,40,5,67,M, 
48622,2012-12-29,13,40,15,10,M, 
48623,2012-12-29,13,40,45,70,M, 
48624,2012-12-29,13,40,51,3,M, 
48625,2012-12-29,13,40,55,2,M, 
48626,2012-12-29,14,2,5,50,-6, 
48627,2012-12-29,14,2,11,2,-6, 
48628,2012-12-29,14,2,44,124,-6, 
48629,2012-12-29,14,6,9,32,-6, 
48630,2012-12-29,14,6,45,93,-6, 
48631,2012-12-29,14,38,9,108,-6, 
48632,2012-12-29,14,38,45,102,-6, 
48633,2012-12-29,14,42,5,57,-6, 
48634,2012-12-29,14,42,45,65,-6, 
48635,2012-12-29,14,42,82,1,-6, 
48636,2012-12-29,15,19,15,3,-1,SN BR
48637,2012-12-29,15,19,16,34,-1,SN BR
48638,2012-12-29,15,19,39,14,-1,SN BR
48639,2012-12-29,15,19,69,1,-1,SN BR
48640,2012-12-29,15,19,75,2,-1,SN BR
48641,2012-12-29,15,19,83,17,-1,SN BR
48642,2012-12-29,16,14,9,24,M,RA SN FG FZFG BR
48643,2012-12-29,16,14,15,42,M,RA SN FG FZFG BR
48644,2012-12-29,16,14,25,44,M,RA SN FG FZFG BR
48645,2012-12-29,16,14,33,1,M,RA SN FG FZFG BR
48646,2012-12-29,16,14,50,25,M,RA SN FG FZFG BR
48647,2012-12-29,16,45,9,12,M,RA SN FG FZFG BR
48648,2012-12-29,16,45,26,7,M,RA SN FG FZFG BR
48649,2012-12-29,16,45,50,26,M,RA SN FG FZFG BR
48650,2012-12-29,17,9,5,98,M, 
48651,2012-12-29,17,9,42,8,M, 
48652,2012-12-29,17,9,45,78,M, 
48653,2012-12-29,17,18,5,14,M, 
48654,2012-12-29,17,18,37,12,M, 
48655,2012-12-29,17,18,72,1,M, 
48656,2012-12-29,17,23,5,46,M, 
48657,2012-12-29,17,23,45,39,M, 
48658,2012-12-29,17,23,56,2,M, 
48659,2012-12-29,17,26,5,92,M, 
48660,2012-12-29,17,26,45,49,M, 
48661,2012-12-29,17,31,9,62,M, 
48662,2012-12-29,17,31,45,97,M, 
48663,2012-12-29,17,31,67,10,M, 
48664,2012-12-29,17,34,9,34,M, 
48665,2012-12-29,17,34,31,2,M, 
48666,2012-12-29,17,34,45,95,M, 
48667,2012-12-29,18,36,9,17,-8, 
48668,2012-12-29,18,36,44,56,-8, 
48669,2012-12-29,19,30,16,64, 3,SN BR
48670,2012-12-29,19,30,44,213, 3,SN BR
48671,2012-12-29,19,30,49,3, 3,SN BR
48672,2012-12-29,19,30,65,2, 3,SN BR
48673,2012-12-29,20,17,9,102,M, 
48674,2012-12-29,20,17,37,74,M, 
48675,2012-12-29,20,17,48,168,M, 
48676,2012-12-29,20,17,71,2,M, 
48677,2012-12-30,1,1,9,26,M,SN UP
48678,2012-12-30,1,1,28,9,M,SN UP
48679,2012-12-30,1,1,40,1,M,SN UP
48680,2012-12-30,1,1,51,8,M,SN UP
48681,2012-12-30,2,16,16,44,-3,SN BR UP
48682,2012-12-30,2,16,25,131,-3,SN BR UP
48683,2012-12-30,3,21,5,37,-5,RA
48684,2012-12-30,3,21,44,102,-5,RA
48685,2012-12-30,3,29,8,22,-5,RA
48686,2012-12-30,3,29,41,14,-5,RA
48687,2012-12-30,3,29,45,77,-5,RA
48688,2012-12-30,3,29,56,2,-5,RA
48689,2012-12-30,3,33,9,98,-5,RA
48690,2012-12-30,3,33,44,164,-5,RA
48691,2012-12-30,4,8,5,18,-11,HZ
48692,2012-12-30,4,8,23,7,-11,HZ
48693,2012-12-30,4,8,59,2,-11,HZ
48694,2012-12-30,4,8,100,3,-11,HZ
48695,2012-12-30,5,35,16,28,M, 
48696,2012-12-30,5,35,49,1,M, 
48697,2012-12-30,5,35,66,9,M, 
48698,2012-12-30,6,7,5,202,-12,DZ BR
48699,2012-12-30,6,7,23,30,-12,DZ BR
48700,2012-12-30,6,13,5,107,-12,DZ BR
48701,2012-12-30,6,13,36,113,-12,DZ BR
48702,2012-12-30,6,13,93,2,-12,DZ BR
48703,2012-12-30,7,3,5,39,M, 
48704,2012-12-30,7,3,45,94,M, 
48705,2012-12-30,7,3,93,5,M, 
48706,2012-12-30,7,20,5,82,M, 
48707,2012-12-30,7,20,18,1,M, 
48708,2012-12-30,7,20,41,39,M, 
48709,2012-12-30,7,20,93,2,M, 
48710,2012-12-30,7,28,5,45,M, 
48711,2012-12-30,7,28,45,56,M, 
48712,2012-12-30,8,39,9,5,M, 
48713,2012-12-30,8,39,36,11,M, 
48714,2012-12-30,9,4,9,207,M,BR HZ
48715,2012-12-30,9,4,27,5,M,BR HZ
48716,2012-12-30,9,4,90,2,M,BR HZ
48717,2012-12-30,9,4,97,1,M,BR HZ
48718,2012-12-30,9,24,6,51,M,BR HZ
48719,2012-12-30,9,24,43,3,M,BR HZ
48720,2012-12-30,10,11,9,98,M, 
48721,2012-12-30,10,11,61,1,M, 
48722,2012-12-30,10,11,68,53,M, 
48723,2012-12-30,10,11,87,2,M, 
48724,2012-12-30,10,22,9,56,M, 
48725,2012-12-30,10,22,68,39,M, 
48726,2012-12-30,10,27,9,64,M, 
48727,2012-12-30,10,27,68,46,M, 
48728,2012-12-30,10,27,80,1,M, 
48729,2012-12-30,11,12,16,49,-10, 
48730,2012-12-30,11,12,37,12,-10, 
48731,2012-12-30,11,12,79,3,-10, 
48732,2012-12-30,11,43,16,61,-10, 
48733,2012-12-30,11,43,37,19,-10, 
48734,2012-12-30,12,5,16,36,M, 
48735,2012-12-30,12,5,37,17,M, 
48736,2012-12-30,12,5,93,5,M, 
48737,2012-12-30,12,10,5,72,M, 
48738,2012-12-30,12,10,21,2,M, 
48739,2012-12-30,12,10,37,26,M, 
48740,2012-12-30,12,41,16,56,M, 
48741,2012-12-30,12,41,61,1,M, 
48742,2012-12-30,12,41,68,33,M, 
48743,2012-12-30,12,44,5,31,M, 
48744,2012-12-30,12,44,62,1,M, 
48745,2012-12-30,12,44,68,75,M, 
48746,2012-12-30,12,44,93,1,M, 
48747,2012-12-30,12,44,94,3,M, 
48748,2012-12-30,13,15,5,94,M, 
48749,2012-12-30,13,15,15,11,M, 
48750,2012-12-30,13,15,17,1,M, 
48751,2012-12-30,13,15,45,120,M, 
48752,2012-12-30,13,15,49,1,M, 
48753,2012-12-30,13,25,9,173,M, 
48754,2012-12-30,13,25,12,2,M, 
48755,2012-12-30,13,25,45,117,M, 
48756,2012-12-30,13,25,50,1,M, 
48757,2012-12-30,13,25,81,5,M, 
48758,2012-12-30,13,25,84,1,M, 
48759,2012-12-30,13,32,9,45,M, 
48760,2012-12-30,13,32,45,72,M, 
48761,2012-12-30,13,32,51,5,M, 
48762,2012-12-30,13,32,58,4,M, 
48763,2012-12-30,13,37,5,75,M, 
48764,2012-12-30,13,37,45,58,M, 
48765,2012-12-30,13,37,53,1,M, 
48766,2012-12-30,13,40,5,64,M, 
48767,2012-12-30,13,40,15,8,M, 
48768,2012-12-30,13,40,45,77,M, 
48769,2012-12-30,13,40,55,6,M, 
48770,2012-12-30,13,40,93,4,M, 
48771,2012-12-30,14,2,5,57,-6, 
48772,2012-12-30,14,2,44,133,-6, 
48773,2012-12-30,14,2,93,1,-6, 
48774,2012-12-30,14,6,9,102,-6, 
48775,2012-12-30,14,6,45,84,-6, 
48776,2012-12-30,14,38,9,134,-6, 
48777,2012-12-30,14,38,45,82,-6, 
48778,2012-12-30,14,38,98,2,-6, 
48779,2012-12-30,14,42,5,56,-6, 
48780,2012-12-30,14,42,45,62,-6, 
48781,2012-12-30,14,42,82,1,-6, 
48782,2012-12-30,15,19,15,9, 0,SN BR
48783,2012-12-30,15,19,16,23, 0,SN BR
48784,2012-12-30,15,19,39,13, 0,SN BR
48785,2012-12-30,15,19,69,1, 0,SN BR
48786,2012-12-30,15,19,75,1, 0,SN BR
48787,2012-12-30,15,19,83,7, 0,SN BR
48788,2012-12-30,16,14,9,4,M,SN BR
48789,2012-12-30,16,14,15,65,M,SN BR
48790,2012-12-30,16,14,25,1,M,SN BR
48791,2012-12-30,16,14,33,2,M,SN BR
48792,2012-12-30,16,14,50,8,M,SN BR
48793,2012-12-30,16,45,9,15,M,SN BR
48794,2012-12-30,16,45,26,4,M,SN BR
48795,2012-12-30,16,45,34,1,M,SN BR
48796,2012-12-30,16,45,50,12,M,SN BR
48797,2012-12-30,17,9,5,40,M,RA
48798,2012-12-30,17,9,42,4,M,RA
48799,2012-12-30,17,9,45,65,M,RA
48800,2012-12-30,17,9,93,9,M,RA
48801,2012-12-30,17,18,5,12,M,RA
48802,2012-12-30,17,18,37,8,M,RA
48803,2012-12-30,17,18,72,1,M,RA
48804,2012-12-30,17,23,5,65,M,RA
48805,2012-12-30,17,23,45,40,M,RA
48806,2012-12-30,17,23,56,2,M,RA
48807,2012-12-30,17,26,5,51,M,RA
48808,2012-12-30,17,26,45,53,M,RA
48809,2012-12-30,17,31,9,55,M,RA
48810,2012-12-30,17,31,45,82,M,RA
48811,2012-12-30,17,31,67,25,M,RA
48812,2012-12-30,17,31,98,3,M,RA
48813,2012-12-30,17,34,9,54,M,RA
48814,2012-12-30,17,34,31,2,M,RA
48815,2012-12-30,17,34,45,92,M,RA
48816,2012-12-30,17,34,52,1,M,RA
48817,2012-12-30,17,34,93,2,M,RA
48818,2012-12-30,18,36,9,65,-7, 
48819,2012-12-30,18,36,44,67,-7, 
48820,2012-12-30,19,30,16,82,-1,BR
48821,2012-12-30,19,30,44,199,-1,BR
48822,2012-12-30,20,17,9,90,M, 
48823,2012-12-30,20,17,37,46,M, 
48824,2012-12-30,20,17,48,200,M, 
48825,2012-12-31,1,1,9,36,M, 
48826,2012-12-31,1,1,28,5,M, 
48827,2012-12-31,1,1,40,2,M, 
48828,2012-12-31,1,1,51,1,M, 
48829,2012-12-31,1,1,93,1,M, 
48830,2012-12-31,2,16,16,38,M, 
48831,2012-12-31,2,16,25,162,M, 
48832,2012-12-31,2,16,50,9,M, 
48833,2012-12-31,3,21,5,59,M,RA
48834,2012-12-31,3,21,44,75,M,RA
48835,2012-12-31,3,29,8,15,M,RA
48836,2012-12-31,3,29,41,23,M,RA
48837,2012-12-31,3,29,45,85,M,RA
48838,2012-12-31,3,29,56,3,M,RA
48839,2012-12-31,3,33,9,60,M,RA
48840,2012-12-31,3,33,44,202,M,RA
48841,2012-12-31,3,33,93,2,M,RA
48842,2012-12-31,4,8,5,18,M,RA BR
48843,2012-12-31,4,8,23,9,M,RA BR
48844,2012-12-31,4,8,59,1,M,RA BR
48845,2012-12-31,4,8,93,5,M,RA BR
48846,2012-12-31,5,35,16,11,M, 
48847,2012-12-31,5,35,24,6,M, 
48848,2012-12-31,5,35,49,2,M, 
48849,2012-12-31,5,35,66,21,M, 
48850,2012-12-31,6,7,5,36,M,DZ BR
48851,2012-12-31,6,7,7,5,M,DZ BR
48852,2012-12-31,6,7,23,25,M,DZ BR
48853,2012-12-31,6,13,5,70,M,DZ BR
48854,2012-12-31,6,13,36,87,M,DZ BR
48855,2012-12-31,6,13,93,8,M,DZ BR
48856,2012-12-31,7,3,5,20,M,RA BR
48857,2012-12-31,7,3,45,82,M,RA BR
48858,2012-12-31,7,3,93,1,M,RA BR
48859,2012-12-31,7,20,5,43,M,RA BR
48860,2012-12-31,7,20,18,2,M,RA BR
48861,2012-12-31,7,20,41,37,M,RA BR
48862,2012-12-31,7,28,5,41,M,RA BR
48863,2012-12-31,7,28,45,55,M,RA BR
48864,2012-12-31,8,39,9,28,M,SN
48865,2012-12-31,8,39,36,12,M,SN
48866,2012-12-31,9,4,9,154,M, 
48867,2012-12-31,9,4,27,10,M, 
48868,2012-12-31,9,4,96,1,M, 
48869,2012-12-31,9,4,101,1,M, 
48870,2012-12-31,9,24,6,21,M, 
48871,2012-12-31,9,24,43,16,M, 
48872,2012-12-31,9,24,97,3,M, 
48873,2012-12-31,10,11,9,55,M,BR
48874,2012-12-31,10,11,68,45,M,BR
48875,2012-12-31,10,11,87,1,M,BR
48876,2012-12-31,10,22,9,16,M,BR
48877,2012-12-31,10,22,54,1,M,BR
48878,2012-12-31,10,22,68,41,M,BR
48879,2012-12-31,10,27,9,36,M,BR
48880,2012-12-31,10,27,21,2,M,BR
48881,2012-12-31,10,27,68,31,M,BR
48882,2012-12-31,10,27,80,2,M,BR
48883,2012-12-31,11,12,16,44,M, 
48884,2012-12-31,11,12,37,15,M, 
48885,2012-12-31,11,12,79,2,M, 
48886,2012-12-31,11,43,16,50,M, 
48887,2012-12-31,11,43,37,4,M, 
48888,2012-12-31,12,5,16,28,M, 
48889,2012-12-31,12,5,20,1,M, 
48890,2012-12-31,12,5,32,2,M, 
48891,2012-12-31,12,5,37,15,M, 
48892,2012-12-31,12,5,93,2,M, 
48893,2012-12-31,12,10,5,53,M, 
48894,2012-12-31,12,10,37,14,M, 
48895,2012-12-31,12,41,16,51,M, 
48896,2012-12-31,12,41,61,1,M, 
48897,2012-12-31,12,41,68,34,M, 
48898,2012-12-31,12,44,5,60,M, 
48899,2012-12-31,12,44,68,25,M, 
48900,2012-12-31,12,44,94,4,M, 
48901,2012-12-31,13,15,5,40,M,SN
48902,2012-12-31,13,15,15,9,M,SN
48903,2012-12-31,13,15,45,117,M,SN
48904,2012-12-31,13,25,9,110,M,SN
48905,2012-12-31,13,25,12,1,M,SN
48906,2012-12-31,13,25,45,87,M,SN
48907,2012-12-31,13,25,81,10,M,SN
48908,2012-12-31,13,32,9,37,M,SN
48909,2012-12-31,13,32,19,3,M,SN
48910,2012-12-31,13,32,45,58,M,SN
48911,2012-12-31,13,32,51,1,M,SN
48912,2012-12-31,13,37,5,70,M,SN
48913,2012-12-31,13,37,15,2,M,SN
48914,2012-12-31,13,37,45,46,M,SN
48915,2012-12-31,13,40,5,38,M,SN
48916,2012-12-31,13,40,15,7,M,SN
48917,2012-12-31,13,40,45,72,M,SN
48918,2012-12-31,14,2,5,42,M,RA BR
48919,2012-12-31,14,2,44,130,M,RA BR
48920,2012-12-31,14,2,85,1,M,RA BR
48921,2012-12-31,14,6,9,55,M,RA BR
48922,2012-12-31,14,6,45,60,M,RA BR
48923,2012-12-31,14,38,9,42,M,RA BR
48924,2012-12-31,14,38,45,87,M,RA BR
48925,2012-12-31,14,38,52,1,M,RA BR
48926,2012-12-31,14,38,98,2,M,RA BR
48927,2012-12-31,14,42,5,34,M,RA BR
48928,2012-12-31,14,42,45,73,M,RA BR
48929,2012-12-31,14,42,82,4,M,RA BR
48930,2012-12-31,15,19,15,10,M, 
48931,2012-12-31,15,19,16,31,M, 
48932,2012-12-31,15,19,39,5,M, 
48933,2012-12-31,15,19,69,3,M, 
48934,2012-12-31,15,19,75,1,M, 
48935,2012-12-31,15,19,83,6,M, 
48936,2012-12-31,16,14,9,33,M, 
48937,2012-12-31,16,14,25,6,M, 
48938,2012-12-31,16,14,50,6,M, 
48939,2012-12-31,16,45,9,1,M, 
48940,2012-12-31,16,45,26,1,M, 
48941,2012-12-31,16,45,50,1,M, 
48942,2012-12-31,17,9,5,45,M,RA FG BR
48943,2012-12-31,17,9,42,8,M,RA FG BR
48944,2012-12-31,17,9,45,82,M,RA FG BR
48945,2012-12-31,17,18,5,14,M,RA FG BR
48946,2012-12-31,17,18,37,11,M,RA FG BR
48947,2012-12-31,17,23,5,43,M,RA FG BR
48948,2012-12-31,17,23,29,2,M,RA FG BR
48949,2012-12-31,17,23,45,39,M,RA FG BR
48950,2012-12-31,17,26,5,33,M,RA FG BR
48951,2012-12-31,17,26,45,52,M,RA FG BR
48952,2012-12-31,17,31,9,59,M,RA FG BR
48953,2012-12-31,17,31,45,77,M,RA FG BR
48954,2012-12-31,17,31,67,17,M,RA FG BR
48955,2012-12-31,17,31,93,4,M,RA FG BR
48956,2012-12-31,17,31,98,2,M,RA FG BR
48957,2012-12-31,17,34,9,92,M,RA FG BR
48958,2012-12-31,17,34,31,2,M,RA FG BR
48959,2012-12-31,17,34,45,74,M,RA FG BR
48960,2012-12-31,17,34,52,1,M,RA FG BR
48961,2012-12-31,17,34,93,5,M,RA FG BR
48962,2012-12-31,18,36,9,23,M, 
48963,2012-12-31,18,36,44,64,M, 
48964,2012-12-31,19,30,16,52,M, 
48965,2012-12-31,19,30,44,177,M, 
48966,2012-12-31,20,17,9,89,M,FG+ BR
48967,2012-12-31,20,17,37,63,M,FG+ BR
48968,2012-12-31,20,17,48,163,M,FG+ BR
48969,2013-01-01,1,1,9,54,M, 
48970,2013-01-01,1,1,28,10,M, 
48971,2013-01-01,1,1,40,6,M, 
48972,2013-01-01,2,16,16,56,-1,UP
48973,2013-01-01,2,16,25,216,-1,UP
48974,2013-01-01,2,16,39,3,-1,UP
48975,2013-01-01,2,16,50,5,-1,UP
48976,2013-01-01,3,21,5,112,-7,RA SN BR
48977,2013-01-01,3,21,44,103,-7,RA SN BR
48978,2013-01-01,3,29,8,75,-7,RA SN BR
48979,2013-01-01,3,29,41,43,-7,RA SN BR
48980,2013-01-01,3,29,45,106,-7,RA SN BR
48981,2013-01-01,3,33,9,153,-7,RA SN BR
48982,2013-01-01,3,33,44,364,-7,RA SN BR
48983,2013-01-01,4,8,5,75,-4,RA BR HZ
48984,2013-01-01,4,8,23,5,-4,RA BR HZ
48985,2013-01-01,5,35,16,20,M, 
48986,2013-01-01,5,35,49,2,M, 
48987,2013-01-01,5,35,50,4,M, 
48988,2013-01-01,5,35,66,15,M, 
48989,2013-01-01,6,7,5,52,-1,RA BR HZ
48990,2013-01-01,6,7,7,1,-1,RA BR HZ
48991,2013-01-01,6,7,23,28,-1,RA BR HZ
48992,2013-01-01,6,13,5,110,-1,RA BR HZ
48993,2013-01-01,6,13,36,77,-1,RA BR HZ
48994,2013-01-01,7,3,5,158,M,SN BR HZ
48995,2013-01-01,7,3,45,87,M,SN BR HZ
48996,2013-01-01,7,20,5,73,M,SN BR HZ
48997,2013-01-01,7,20,41,36,M,SN BR HZ
48998,2013-01-01,7,28,5,58,M,SN BR HZ
48999,2013-01-01,7,28,35,11,M,SN BR HZ
49000,2013-01-01,7,28,45,68,M,SN BR HZ
49001,2013-01-01,8,39,9,9,M,RA DZ SN BR
49002,2013-01-01,8,39,36,5,M,RA DZ SN BR
49003,2013-01-01,8,39,103,1,M,RA DZ SN BR
49004,2013-01-01,9,4,9,178,M,HZ
49005,2013-01-01,9,4,27,12,M,HZ
49006,2013-01-01,9,4,90,2,M,HZ
49007,2013-01-01,9,4,96,4,M,HZ
49008,2013-01-01,9,4,97,1,M,HZ
49009,2013-01-01,9,24,6,35,M,HZ
49010,2013-01-01,9,24,43,1,M,HZ
49011,2013-01-01,9,24,60,2,M,HZ
49012,2013-01-01,9,24,97,3,M,HZ
49013,2013-01-01,10,11,9,37,M,BR HZ
49014,2013-01-01,10,11,61,3,M,BR HZ
49015,2013-01-01,10,11,68,38,M,BR HZ
49016,2013-01-01,10,22,9,27,M,BR HZ
49017,2013-01-01,10,22,54,1,M,BR HZ
49018,2013-01-01,10,22,68,50,M,BR HZ
49019,2013-01-01,10,27,9,84,M,BR HZ
49020,2013-01-01,10,27,68,49,M,BR HZ
49021,2013-01-01,11,12,16,47, 7,FG+ BR
49022,2013-01-01,11,12,37,16, 7,FG+ BR
49023,2013-01-01,11,12,79,1, 7,FG+ BR
49024,2013-01-01,11,43,16,77, 7,FG+ BR
49025,2013-01-01,11,43,37,17, 7,FG+ BR
49026,2013-01-01,11,43,73,1, 7,FG+ BR
49027,2013-01-01,12,5,16,32,M,BR
49028,2013-01-01,12,5,20,1,M,BR
49029,2013-01-01,12,5,32,1,M,BR
49030,2013-01-01,12,5,37,8,M,BR
49031,2013-01-01,12,10,5,79,M,BR
49032,2013-01-01,12,10,21,1,M,BR
49033,2013-01-01,12,10,37,20,M,BR
49034,2013-01-01,12,41,16,57,M,BR
49035,2013-01-01,12,41,68,29,M,BR
49036,2013-01-01,12,44,5,111,M,BR
49037,2013-01-01,12,44,62,4,M,BR
49038,2013-01-01,12,44,68,67,M,BR
49039,2013-01-01,13,15,5,54,M,BR
49040,2013-01-01,13,15,15,6,M,BR
49041,2013-01-01,13,15,45,103,M,BR
49042,2013-01-01,13,25,9,114,M,BR
49043,2013-01-01,13,25,45,62,M,BR
49044,2013-01-01,13,25,81,10,M,BR
49045,2013-01-01,13,32,9,11,M,BR
49046,2013-01-01,13,32,45,33,M,BR
49047,2013-01-01,13,32,58,2,M,BR
49048,2013-01-01,13,37,5,32,M,BR
49049,2013-01-01,13,37,15,1,M,BR
49050,2013-01-01,13,37,45,36,M,BR
49051,2013-01-01,13,40,5,39,M,BR
49052,2013-01-01,13,40,15,4,M,BR
49053,2013-01-01,13,40,45,48,M,BR
49054,2013-01-01,13,40,51,1,M,BR
49055,2013-01-01,13,40,55,2,M,BR
49056,2013-01-01,14,2,5,37,-5,BR HZ
49057,2013-01-01,14,2,11,4,-5,BR HZ
49058,2013-01-01,14,2,44,226,-5,BR HZ
49059,2013-01-01,14,6,9,140,-5,BR HZ
49060,2013-01-01,14,6,45,87,-5,BR HZ
49061,2013-01-01,14,38,9,129,-5,BR HZ
49062,2013-01-01,14,38,45,130,-5,BR HZ
49063,2013-01-01,14,38,52,1,-5,BR HZ
49064,2013-01-01,14,38,98,3,-5,BR HZ
49065,2013-01-01,14,42,5,65,-5,BR HZ
49066,2013-01-01,14,42,45,104,-5,BR HZ
49067,2013-01-01,14,42,82,1,-5,BR HZ
49068,2013-01-01,15,19,15,3, 1,SN
49069,2013-01-01,15,19,16,21, 1,SN
49070,2013-01-01,15,19,39,5, 1,SN
49071,2013-01-01,15,19,69,1, 1,SN
49072,2013-01-01,15,19,83,12, 1,SN
49073,2013-01-01,16,14,9,27,M, 
49074,2013-01-01,16,14,25,7,M, 
49075,2013-01-01,16,14,33,2,M, 
49076,2013-01-01,16,14,50,2,M, 
