,station_nbr,tmax,tmin,tavg,dewpoint,wetbulb,heat,cool,codesum,snowfall,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed
12202,6,93.0,73.0,83.0,70.0,74.0,0.0,18.0,moderate,0.0,0.0,29.51,30.02,2.9,12.0,4.2
12203,7,92.0,67.0,80.0,59.0,67.0,0.0,15.0,moderate,0.0,0.0,28.71,30.05,6.7,18.0,7.5
12207,11,88.0,71.0,80.0,71.0,74.0,0.0,15.0,TS,0.0,0.0,30.06,30.09,6.2,6.0,6.7
12210,14,93.0,65.0,79.0,62.0,68.0,0.0,14.0,moderate,0.0,0.0,28.71,30.05,5.3,16.0,6.1
12211,15,95.0,67.0,81.0,70.0,73.0,0.0,16.0,TSRA RA FG+ FG BR,0.0,0.16,29.63,29.99,3.1,20.0,4.9
12213,17,96.0,66.0,81.0,65.0,70.0,0.0,16.0,moderate,0.0,0.0,29.41,30.09,1.9,20.0,2.4
12215,19,83.0,69.0,76.0,66.0,69.0,0.0,11.0,moderate,0.0,0.01,29.26,29.98,4.2,27.0,6.0
12218,2,82.0,65.0,74.0,68.0,70.0,0.0,9.0,RA BR HZ VCTS,0.0,0.81,28.79,29.83,10.6,22.0,11.6
12219,3,96.0,70.0,83.0,67.0,72.0,0.0,18.0,moderate,0.0,0.0,29.31,30.02,4.5,1.0,6.9
12220,4,97.0,73.0,85.0,67.0,73.0,0.0,20.0,RA,0.0,0.02,29.31,29.97,0.6,13.0,1.7
12222,6,94.0,69.0,82.0,69.0,73.0,0.0,17.0,moderate,0.0,0.0,29.46,29.97,1.6,11.0,2.8
12223,7,94.0,71.0,83.0,64.0,69.0,0.0,18.0,RA BR HZ VCTS,0.0,0.08,28.69,30.03,1.1,13.0,5.6
12227,11,88.0,71.0,80.0,71.0,74.0,0.0,15.0,BR,0.0,0.0,29.96,29.98,2.9,7.0,4.5
12230,14,94.0,69.0,82.0,66.0,71.0,0.0,17.0,TSRA RA,0.0,0.09,28.68,30.03,0.7,8.0,4.8
12231,15,79.0,65.0,72.0,68.0,69.0,0.0,7.0,TSRA RA BR VCTS,0.0,1.3,29.45,29.79,2.9,16.0,3.6
12234,18,98.0,78.0,88.0,65.0,73.0,0.0,23.0,HZ,0.0,0.0,29.47,29.98,2.3,12.0,4.6
12236,20,98.0,74.0,86.0,65.0,72.0,0.0,21.0,moderate,0.0,0.0,29.28,29.98,1.6,11.0,3.4
12238,2,74.0,56.0,65.0,60.0,62.0,0.0,0.0,RA BR,0.0,0.06,28.6,29.67,7.0,30.0,8.2
12239,3,87.0,68.0,78.0,56.0,64.0,0.0,13.0,moderate,0.0,0.0,29.29,30.0,6.9,3.0,8.0
12240,4,99.0,74.0,87.0,63.0,71.0,0.0,22.0,moderate,0.0,0.0,29.21,29.88,2.4,14.0,3.4
12242,6,96.0,69.0,83.0,65.0,71.0,0.0,18.0,moderate,0.0,0.0,29.36,29.87,3.3,14.0,4.1
12247,11,93.0,71.0,82.0,71.0,74.0,0.0,17.0,moderate,0.0,0.0,29.82,29.85,2.0,25.0,2.7
12250,14,82.0,71.0,77.0,64.0,68.0,0.0,12.0,RA,0.0,0.02,28.63,29.98,9.8,5.0,10.2
12251,15,76.0,56.0,66.0,60.0,62.0,0.0,1.0,RA BR,0.0,0.06,29.28,29.66,4.4,31.0,5.5
12253,17,89.0,68.0,79.0,58.0,66.0,0.0,14.0,moderate,0.0,0.0,29.35,30.04,7.6,4.0,8.1
12254,18,99.0,80.0,90.0,66.0,73.0,0.0,25.0,moderate,0.0,0.0,29.39,29.9,5.0,7.0,6.0
12255,19,62.0,49.0,56.0,44.0,50.0,9.0,0.0,moderate,0.0,0.0,29.41,30.16,9.1,1.0,10.4
12256,20,98.0,76.0,87.0,66.0,73.0,0.0,22.0,moderate,0.0,0.0,29.19,29.89,5.1,7.0,5.8
12259,3,86.0,61.0,74.0,56.0,64.0,0.0,9.0,moderate,0.0,0.0,29.26,29.97,6.7,14.0,8.1
12260,4,97.0,73.0,85.0,64.0,71.0,0.0,20.0,RA,0.0,0.3,29.21,29.87,2.2,14.0,3.5
12270,14,86.0,66.0,76.0,58.0,65.0,0.0,11.0,moderate,0.0,0.0,28.59,29.95,8.6,12.0,9.7
12271,15,67.0,46.0,57.0,50.0,53.0,8.0,0.0,moderate,0.0,0.0,29.52,29.93,5.4,31.0,5.8
12273,17,88.0,61.0,75.0,57.0,64.0,0.0,10.0,moderate,0.0,0.0,29.32,30.01,3.5,14.0,5.4
12274,18,95.0,78.0,87.0,60.0,69.0,0.0,22.0,moderate,0.0,0.0,29.41,29.9,10.8,10.0,11.4
12275,19,70.0,46.0,58.0,45.0,52.0,7.0,0.0,moderate,0.0,0.0,29.34,30.1,5.0,22.0,5.8
12276,20,95.0,76.0,86.0,61.0,70.0,0.0,21.0,moderate,0.0,0.0,29.21,29.9,8.7,10.0,9.2
12278,2,66.0,46.0,56.0,46.0,51.0,9.0,0.0,moderate,0.0,0.0,29.02,30.12,6.2,26.0,6.9
12279,3,89.0,68.0,79.0,59.0,67.0,0.0,14.0,moderate,0.0,0.0,29.26,29.97,8.9,17.0,9.2
12280,4,96.0,75.0,86.0,68.0,73.0,0.0,21.0,moderate,0.0,0.0,29.28,29.94,2.4,11.0,3.6
12282,6,93.0,71.0,82.0,70.0,74.0,0.0,17.0,BR,0.0,0.0,29.44,29.93,3.4,11.0,3.9
12283,7,91.0,69.0,80.0,59.0,67.0,0.0,15.0,moderate,0.0,0.0,28.62,29.95,10.4,18.0,10.7
12287,11,91.0,72.0,82.0,72.0,75.0,0.0,17.0,BR,0.0,0.0,30.01,30.06,3.8,11.0,4.5
12290,14,93.0,68.0,81.0,61.0,68.0,0.0,16.0,moderate,0.0,0.0,28.62,29.96,6.9,17.0,7.9
12291,15,71.0,38.0,55.0,47.0,51.0,10.0,0.0,BR,0.0,0.0,29.71,30.09,1.8,22.0,2.4
12293,17,91.0,67.0,79.0,60.0,67.0,0.0,14.0,moderate,0.0,0.0,29.33,30.01,4.9,18.0,5.0
12294,18,96.0,76.0,86.0,62.0,71.0,0.0,21.0,moderate,0.0,0.0,29.47,29.96,7.0,12.0,7.5
12295,19,62.0,54.0,58.0,52.0,54.0,7.0,0.0,RA DZ BR,0.0,0.37,29.35,30.08,1.4,35.0,9.5
12296,20,96.0,72.0,84.0,63.0,70.0,0.0,19.0,moderate,0.0,0.0,29.28,29.96,6.1,12.0,6.5
12299,3,86.0,70.0,78.0,68.0,71.0,0.0,13.0,TS TSRA RA BR,0.0,0.05,29.38,30.08,6.6,4.0,7.9
12300,4,94.0,76.0,85.0,72.0,75.0,0.0,20.0,RA,0.0,0.32,29.33,29.99,2.3,12.0,3.5
12302,6,92.0,72.0,82.0,72.0,74.0,0.0,17.0,TS,0.0,0.03,29.48,29.98,3.2,8.0,4.6
12303,7,88.0,71.0,80.0,66.0,69.0,0.0,15.0,TSRA RA BR HZ VCTS,0.0,0.07,28.73,30.06,4.7,6.0,8.9
12313,17,88.0,72.0,80.0,67.0,70.0,0.0,15.0,moderate,0.0,0.01,29.44,30.12,5.1,5.0,6.5
12314,18,98.0,80.0,89.0,63.0,72.0,0.0,24.0,moderate,0.0,0.0,29.51,30.0,4.8,14.0,5.8
12315,19,62.0,46.0,54.0,45.0,50.0,11.0,0.0,moderate,0.0,0.0,29.6,30.34,7.6,2.0,9.6
12316,20,97.0,75.0,86.0,64.0,71.0,0.0,21.0,moderate,0.0,0.0,29.31,30.0,3.3,13.0,3.8
12318,2,59.0,41.0,50.0,35.0,43.0,15.0,0.0,moderate,0.0,0.0,29.25,30.37,6.0,36.0,7.9
12319,3,82.0,68.0,75.0,68.0,70.0,0.0,10.0,RA BR,0.0,0.05,29.31,30.02,4.1,12.0,5.6
12320,4,92.0,74.0,83.0,71.0,75.0,0.0,18.0,RA BR,0.0,0.03,29.31,29.98,1.4,12.0,3.2
12323,7,89.0,70.0,80.0,65.0,69.0,0.0,15.0,RA BR HZ VCTS,0.0,0.31,28.65,30.0,5.7,17.0,8.1
12327,11,87.0,71.0,79.0,72.0,74.0,0.0,14.0,RA BR,0.0,0.99,30.03,30.07,6.5,5.0,7.0
12330,14,90.0,71.0,81.0,67.0,70.0,0.0,16.0,TSRA RA BR,0.0,0.05,28.65,30.0,4.6,15.0,6.9
12331,15,65.0,31.0,48.0,38.0,43.0,17.0,0.0,moderate,0.0,0.0,29.98,30.37,1.3,32.0,2.0
12333,17,85.0,68.0,77.0,68.0,70.0,0.0,12.0,RA,0.0,0.07,29.37,30.06,2.4,10.0,3.4
12334,18,94.0,83.0,89.0,64.0,72.0,0.0,24.0,moderate,0.0,0.0,29.47,29.99,5.1,14.0,5.8
12335,19,66.0,47.0,57.0,51.0,55.0,8.0,0.0,moderate,0.0,0.0,29.47,30.26,6.5,15.0,7.7
12336,20,95.0,78.0,87.0,64.0,71.0,0.0,22.0,moderate,0.0,0.0,29.28,29.98,3.6,15.0,4.7
12338,2,68.0,45.0,57.0,42.0,49.0,8.0,0.0,moderate,0.0,0.0,29.16,30.25,8.8,26.0,9.2
12340,4,96.0,74.0,85.0,69.0,74.0,0.0,20.0,moderate,0.0,0.0,29.26,29.93,1.6,15.0,3.5
12342,6,94.0,71.0,83.0,70.0,74.0,0.0,18.0,moderate,0.0,0.0,29.41,29.93,4.5,14.0,5.1
12343,7,92.0,72.0,82.0,63.0,69.0,0.0,17.0,HZ,0.0,0.0,28.54,29.9,12.4,19.0,12.9
12347,11,83.0,71.0,77.0,71.0,73.0,0.0,12.0,TS RA BR,0.0,0.35,30.04,30.09,9.6,4.0,9.9
12350,14,94.0,71.0,83.0,65.0,70.0,0.0,18.0,moderate,0.0,0.0,28.55,29.9,11.4,18.0,12.2
12351,15,74.0,35.0,55.0,42.0,48.0,10.0,0.0,FG+ BR,0.0,0.0,29.86,30.23,0.9,24.0,1.5
12354,18,100.0,81.0,91.0,63.0,72.0,0.0,26.0,moderate,0.0,0.0,29.41,29.92,9.0,16.0,9.4
12355,19,79.0,61.0,70.0,60.0,63.0,0.0,5.0,moderate,0.0,0.04,29.23,30.0,7.7,18.0,8.0
12356,20,98.0,79.0,89.0,64.0,72.0,0.0,24.0,moderate,0.0,0.0,29.22,29.92,5.9,16.0,6.8
12358,2,74.0,51.0,63.0,47.0,54.0,2.0,0.0,moderate,0.0,0.0,29.03,30.11,8.2,27.0,9.2
12359,3,93.0,70.0,82.0,71.0,73.0,0.0,17.0,TSRA RA BR,0.0,0.89,29.18,29.89,5.5,19.0,8.7
12360,4,96.0,77.0,87.0,72.0,75.0,0.0,22.0,RA,0.0,0.04,29.2,29.87,2.9,13.0,4.6
12362,6,94.0,74.0,84.0,73.0,76.0,0.0,19.0,RA,0.0,0.03,29.36,29.87,3.7,13.0,5.0
12363,7,86.0,69.0,78.0,64.0,68.0,0.0,13.0,TS RA HZ,0.0,0.03,28.56,29.9,8.1,20.0,10.9
12367,11,85.0,69.0,77.0,70.0,72.0,0.0,12.0,RA BR,0.0,0.12,30.03,30.07,5.4,4.0,6.1
12370,14,89.0,70.0,80.0,67.0,70.0,0.0,15.0,TSRA RA BR,0.0,0.44,28.56,29.9,5.5,19.0,9.1
12371,15,78.0,39.0,59.0,48.0,52.0,6.0,0.0,moderate,0.0,0.0,29.72,30.09,0.3,28.0,1.1
12373,17,94.0,70.0,82.0,70.0,72.0,0.0,17.0,RA BR,0.0,1.03,29.24,29.94,3.7,20.0,5.1
12374,18,92.0,73.0,83.0,68.0,73.0,0.0,18.0,TSRA RA BR,0.0,1.46,29.41,29.92,5.0,15.0,8.2
12375,19,81.0,68.0,75.0,67.0,69.0,0.0,10.0,TSRA BR HZ,0.0,0.53,29.09,29.85,9.1,18.0,10.5
12376,20,93.0,73.0,83.0,69.0,73.0,0.0,18.0,RA BR VCTS,0.0,0.97,29.21,29.91,2.8,14.0,5.4
12378,2,75.0,51.0,63.0,51.0,56.0,2.0,0.0,BR,0.0,0.0,28.98,30.06,5.4,25.0,7.0
12379,3,72.0,57.0,65.0,62.0,64.0,0.0,0.0,RA,0.0,0.25,29.25,29.95,6.1,36.0,6.9
12380,4,81.0,71.0,76.0,72.0,73.0,0.0,11.0,RA FG BR,0.0,2.92,29.13,29.81,2.3,1.0,4.5
12382,6,82.0,72.0,77.0,73.0,74.0,0.0,12.0,TSRA RA BR,0.0,1.3,29.28,29.8,5.1,1.0,9.8
12387,11,86.0,68.0,77.0,68.0,71.0,0.0,12.0,moderate,0.0,0.0,29.98,30.01,3.2,6.0,3.8
12391,15,78.0,40.0,59.0,52.0,55.0,6.0,0.0,BR,0.0,0.0,29.67,30.05,1.3,15.0,2.1
12393,17,72.0,56.0,64.0,62.0,64.0,1.0,0.0,RA BR,0.0,0.28,29.31,29.99,4.3,1.0,4.6
12394,18,77.0,70.0,74.0,69.0,71.0,0.0,9.0,RA BR,0.0,1.46,29.36,29.87,8.1,3.0,8.9
12396,20,75.0,69.0,72.0,70.0,71.0,0.0,7.0,RA BR,0.0,1.5,29.17,29.86,7.8,3.0,8.6
12398,2,71.0,54.0,63.0,59.0,60.0,2.0,0.0,RA FG+ BR,0.0,0.01,28.85,29.89,12.6,20.0,13.4
12399,3,80.0,52.0,66.0,55.0,60.0,0.0,1.0,moderate,0.0,0.0,29.24,29.96,3.2,1.0,4.4
12400,4,86.0,68.0,77.0,57.0,65.0,0.0,12.0,moderate,0.0,0.01,29.18,29.86,6.3,36.0,7.3
12402,6,84.0,59.0,72.0,61.0,65.0,0.0,7.0,moderate,0.0,0.0,29.34,29.85,13.3,1.0,13.5
12403,7,82.0,52.0,67.0,49.0,57.0,0.0,2.0,BR,0.0,0.0,28.61,29.97,2.2,9.0,4.3
12410,14,82.0,54.0,68.0,52.0,58.0,0.0,3.0,moderate,0.0,0.0,28.6,29.97,3.1,5.0,6.1
12411,15,76.0,47.0,62.0,57.0,59.0,3.0,0.0,FG+ BR,0.0,0.0,29.52,29.86,7.5,16.0,8.0
12413,17,81.0,51.0,66.0,54.0,59.0,0.0,1.0,BR,0.0,0.0,29.31,30.0,1.9,5.0,2.4
12414,18,86.0,61.0,74.0,50.0,60.0,0.0,9.0,moderate,0.0,0.0,29.39,29.9,7.3,2.0,7.8
12415,19,61.0,50.0,56.0,47.0,52.0,9.0,0.0,moderate,0.0,0.0,29.16,29.89,9.0,31.0,9.2
12416,20,86.0,61.0,74.0,50.0,60.0,0.0,9.0,moderate,0.0,0.0,29.19,29.9,6.4,1.0,6.9
12418,2,67.0,46.0,57.0,51.0,54.0,8.0,0.0,RA BR,0.0,0.49,28.64,29.73,10.2,27.0,13.3
12419,3,80.0,51.0,66.0,51.0,57.0,0.0,1.0,MIFG,0.0,0.0,29.16,29.89,4.3,14.0,4.6
12420,4,87.0,61.0,74.0,50.0,60.0,0.0,9.0,moderate,0.0,0.0,29.15,29.83,2.6,2.0,4.0
12422,6,84.0,56.0,70.0,54.0,60.0,0.0,5.0,moderate,0.0,0.0,29.31,29.83,5.6,2.0,5.9
12423,7,81.0,55.0,68.0,46.0,56.0,0.0,3.0,HZ,0.0,0.0,28.5,29.87,9.0,15.0,9.4
12427,11,83.0,72.0,78.0,72.0,73.0,0.0,13.0,RA,0.0,0.19,29.74,29.79,5.0,23.0,5.5
12430,14,82.0,53.0,68.0,49.0,57.0,0.0,3.0,moderate,0.0,0.0,28.5,29.87,6.5,15.0,6.8
12431,15,71.0,48.0,60.0,52.0,56.0,5.0,0.0,RA BR,0.0,0.65,29.31,29.7,5.0,28.0,8.6
12433,17,82.0,50.0,66.0,51.0,57.0,0.0,1.0,moderate,0.0,0.0,29.23,29.93,1.4,14.0,2.3
12434,18,84.0,60.0,72.0,51.0,60.0,0.0,7.0,moderate,0.0,0.0,29.34,29.86,3.7,10.0,4.8
12435,19,60.0,45.0,53.0,44.0,49.0,12.0,0.0,moderate,0.0,0.0,29.31,30.04,5.3,4.0,7.8
12436,20,84.0,57.0,71.0,52.0,60.0,0.0,6.0,moderate,0.0,0.0,29.15,29.85,3.7,10.0,4.5
12438,2,60.0,42.0,51.0,38.0,44.0,14.0,0.0,moderate,0.0,0.0,28.84,29.95,10.7,31.0,11.2
12439,3,81.0,53.0,67.0,55.0,60.0,0.0,2.0,RA,0.0,0.01,29.11,29.83,8.8,15.0,9.4
12440,4,91.0,58.0,75.0,52.0,61.0,0.0,10.0,moderate,0.0,0.0,29.11,29.79,0.2,6.0,1.4
12442,6,90.0,55.0,73.0,56.0,62.0,0.0,8.0,moderate,0.0,0.0,29.28,29.79,0.5,29.0,1.0
12443,7,83.0,60.0,72.0,49.0,58.0,0.0,7.0,moderate,0.0,0.0,28.46,29.79,13.8,17.0,14.0
12450,14,83.0,56.0,70.0,52.0,59.0,0.0,5.0,moderate,0.0,0.0,28.46,29.8,10.3,16.0,11.1
12451,15,60.0,44.0,52.0,38.0,45.0,13.0,0.0,moderate,0.0,0.0,29.54,29.93,10.3,32.0,10.7
12454,18,87.0,61.0,74.0,53.0,62.0,0.0,9.0,moderate,0.0,0.0,29.3,29.81,7.2,13.0,7.8
12455,19,61.0,48.0,55.0,48.0,52.0,10.0,0.0,moderate,0.0,0.0,29.34,30.09,6.5,12.0,6.9
12456,20,87.0,56.0,72.0,53.0,61.0,0.0,7.0,moderate,0.0,0.0,29.1,29.81,4.0,13.0,4.4
12458,2,64.0,38.0,51.0,38.0,45.0,14.0,0.0,moderate,0.0,0.0,28.84,29.93,9.2,30.0,9.9
12459,3,83.0,62.0,73.0,57.0,63.0,0.0,8.0,moderate,0.0,0.0,29.15,29.85,6.7,28.0,9.6
12460,4,98.0,66.0,82.0,57.0,66.0,0.0,17.0,moderate,0.0,0.0,29.18,29.84,1.9,34.0,3.4
12462,6,96.0,61.0,79.0,61.0,66.0,0.0,14.0,moderate,0.0,0.0,29.33,29.84,2.3,1.0,3.3
12463,7,87.0,58.0,73.0,45.0,57.0,0.0,8.0,moderate,0.0,0.0,28.55,29.89,7.4,31.0,8.8
12467,11,83.0,73.0,78.0,73.0,74.0,0.0,13.0,RA BR,0.0,1.54,29.88,29.9,3.4,4.0,4.6
12470,14,88.0,59.0,74.0,46.0,58.0,0.0,9.0,moderate,0.0,0.0,28.54,29.89,9.9,32.0,10.7
12471,15,65.0,44.0,55.0,40.0,47.0,10.0,0.0,moderate,0.0,0.0,29.53,29.91,8.0,32.0,9.2
12473,17,83.0,59.0,71.0,56.0,61.0,0.0,6.0,moderate,0.0,0.0,29.21,29.89,1.5,30.0,3.5
12474,18,95.0,68.0,82.0,55.0,65.0,0.0,17.0,moderate,0.0,0.0,29.36,29.86,3.1,35.0,4.1
12475,19,66.0,51.0,59.0,52.0,55.0,6.0,0.0,moderate,0.0,0.0,29.27,30.03,6.4,11.0,7.7
12476,20,94.0,63.0,79.0,55.0,64.0,0.0,14.0,moderate,0.0,0.0,29.16,29.86,4.1,33.0,4.7
12478,2,66.0,46.0,56.0,45.0,50.0,9.0,0.0,moderate,0.0,0.0,28.82,29.93,4.5,32.0,7.3
12479,3,85.0,57.0,71.0,59.0,63.0,0.0,6.0,moderate,0.0,0.0,29.11,29.83,1.9,12.0,3.8
12480,4,97.0,69.0,83.0,59.0,67.0,0.0,18.0,moderate,0.0,0.0,29.15,29.81,1.3,18.0,3.2
12482,6,96.0,63.0,80.0,60.0,67.0,0.0,15.0,moderate,0.0,0.0,29.31,29.81,2.4,20.0,3.4
12483,7,89.0,53.0,71.0,50.0,60.0,0.0,6.0,HZ,0.0,0.0,28.46,29.82,6.3,15.0,6.7
12487,11,82.0,73.0,78.0,73.0,74.0,0.0,13.0,RA FG BR,0.0,0.03,29.76,29.79,3.3,28.0,4.4
12490,14,89.0,53.0,71.0,52.0,61.0,0.0,6.0,moderate,0.0,0.0,28.46,29.82,6.1,13.0,7.4
12491,15,69.0,38.0,54.0,45.0,50.0,11.0,0.0,moderate,0.0,0.0,29.54,29.92,3.9,34.0,4.3
12493,17,87.0,55.0,71.0,58.0,62.0,0.0,6.0,BR,0.0,0.0,29.18,29.87,0.7,11.0,0.8
12494,18,96.0,62.0,79.0,51.0,63.0,0.0,14.0,moderate,0.0,0.0,29.31,29.82,3.1,12.0,3.4
12495,19,66.0,51.0,59.0,52.0,55.0,6.0,0.0,moderate,0.0,0.0,29.24,29.99,3.0,6.0,4.4
12496,20,96.0,61.0,79.0,50.0,62.0,0.0,14.0,HZ,0.0,0.0,29.11,29.81,2.0,15.0,3.6
12498,2,64.0,51.0,58.0,46.0,51.0,7.0,0.0,moderate,0.0,0.0,28.95,30.06,2.4,1.0,3.8
12499,3,92.0,63.0,78.0,60.0,67.0,0.0,13.0,moderate,0.0,0.0,29.13,29.82,11.0,15.0,11.3
12500,4,93.0,69.0,81.0,63.0,69.0,0.0,16.0,moderate,0.0,0.0,29.17,29.83,3.3,16.0,5.0
12502,6,91.0,61.0,76.0,65.0,69.0,0.0,11.0,moderate,0.0,0.0,29.33,29.83,6.6,17.0,7.3
12503,7,93.0,68.0,81.0,52.0,63.0,0.0,16.0,moderate,0.0,0.0,28.45,29.77,15.6,17.0,16.1
12507,11,77.0,68.0,73.0,70.0,71.0,0.0,8.0,RA BR,0.0,0.01,29.8,29.85,5.8,35.0,6.2
12510,14,93.0,63.0,78.0,55.0,64.0,0.0,13.0,moderate,0.0,0.0,28.45,29.78,12.0,17.0,12.7
12511,15,70.0,45.0,58.0,46.0,52.0,7.0,0.0,moderate,0.0,0.0,29.67,30.06,1.8,32.0,3.5
12513,17,94.0,60.0,77.0,59.0,66.0,0.0,12.0,moderate,0.0,0.0,29.18,29.86,7.4,17.0,7.7
12514,18,95.0,71.0,83.0,54.0,65.0,0.0,18.0,moderate,0.0,0.0,29.33,29.82,9.7,15.0,10.2
12515,19,71.0,50.0,61.0,53.0,56.0,4.0,0.0,BR,0.0,0.0,29.34,30.07,2.9,12.0,4.8
12516,20,95.0,66.0,81.0,54.0,65.0,0.0,16.0,moderate,0.0,0.0,29.14,29.82,5.6,15.0,6.7
12518,2,62.0,51.0,57.0,48.0,52.0,8.0,0.0,moderate,0.0,0.0,29.11,30.23,5.3,1.0,5.6
12519,3,90.0,67.0,79.0,61.0,67.0,0.0,14.0,moderate,0.0,0.0,29.16,29.86,13.1,16.0,13.4
12520,4,92.0,77.0,85.0,73.0,75.0,0.0,20.0,RA BR,0.0,0.05,29.19,29.85,5.4,15.0,6.9
12522,6,91.0,75.0,83.0,74.0,76.0,0.0,18.0,TS,0.0,0.06,29.34,29.84,8.6,15.0,8.7
12523,7,89.0,66.0,78.0,59.0,66.0,0.0,13.0,moderate,0.0,0.0,28.48,29.81,16.7,16.0,16.9
12530,14,90.0,64.0,77.0,62.0,67.0,0.0,12.0,moderate,0.0,0.0,28.48,29.82,14.4,16.0,14.6
12531,15,69.0,45.0,57.0,49.0,53.0,8.0,0.0,moderate,0.0,0.0,29.83,30.22,1.5,31.0,2.3
12533,17,91.0,67.0,79.0,60.0,67.0,0.0,14.0,moderate,0.0,0.0,29.22,29.9,9.2,17.0,9.3
12534,18,90.0,72.0,81.0,66.0,71.0,0.0,16.0,moderate,0.0,0.0,29.36,29.87,12.3,15.0,12.7
12535,19,74.0,50.0,62.0,54.0,58.0,3.0,0.0,BCFG BR,0.0,0.0,29.37,30.12,6.0,14.0,6.4
12536,20,89.0,68.0,79.0,66.0,71.0,0.0,14.0,moderate,0.0,0.0,29.18,29.86,8.8,15.0,9.4
12538,2,70.0,51.0,61.0,49.0,54.0,4.0,0.0,moderate,0.0,0.0,29.2,30.3,3.2,3.0,4.5
12539,3,79.0,55.0,67.0,62.0,64.0,0.0,2.0,RA BR,0.0,1.25,29.25,29.94,1.9,13.0,9.4
12540,4,94.0,73.0,84.0,73.0,76.0,0.0,19.0,TS RA BR,0.0,1.38,29.24,29.9,3.0,16.0,6.0
12542,6,92.0,74.0,83.0,74.0,76.0,0.0,18.0,TS TSRA RA BR,0.0,0.44,29.41,29.89,3.3,16.0,7.2
12543,7,78.0,52.0,65.0,54.0,59.0,0.0,0.0,RA BR VCTS,0.0,1.7,28.63,29.96,2.7,34.0,13.4
12547,11,78.0,68.0,73.0,66.0,68.0,0.0,8.0,RA,0.0,0.12,30.01,30.05,8.5,3.0,8.9
12550,14,78.0,56.0,67.0,56.0,61.0,0.0,2.0,RA BR,0.0,1.35,28.62,29.96,5.4,35.0,14.7
12551,15,75.0,41.0,58.0,47.0,51.0,7.0,0.0,FG+ FG BR,0.0,0.0,29.92,30.3,1.1,5.0,2.2
12553,17,79.0,53.0,66.0,62.0,64.0,0.0,1.0,RA BR,0.0,1.4,29.32,29.99,1.6,17.0,5.1
12554,18,87.0,68.0,78.0,69.0,72.0,0.0,13.0,TSRA RA BR,0.0,0.31,29.44,29.93,2.7,16.0,11.2
12555,19,78.0,56.0,67.0,58.0,62.0,0.0,2.0,RA BR,0.0,0.09,29.22,29.97,7.6,17.0,12.0
12556,20,88.0,67.0,78.0,70.0,72.0,0.0,13.0,RA FG+ BR,0.0,1.04,29.24,29.93,1.2,17.0,9.6
12558,2,66.0,47.0,57.0,45.0,50.0,8.0,0.0,moderate,0.0,0.0,29.1,30.19,1.3,8.0,4.2
12559,3,76.0,51.0,64.0,54.0,57.0,1.0,0.0,FG+ FG,0.0,0.0,29.28,30.0,2.7,36.0,3.7
12560,4,78.0,66.0,72.0,66.0,67.0,0.0,7.0,RA BR,0.0,0.52,29.29,29.97,2.5,35.0,3.8
12562,6,75.0,66.0,71.0,68.0,69.0,0.0,6.0,TSRA RA DZ BR,0.0,0.62,29.45,29.96,5.0,35.0,5.7
12563,7,76.0,47.0,62.0,46.0,54.0,3.0,0.0,moderate,0.0,0.0,28.64,30.01,1.0,6.0,2.5
12567,11,82.0,65.0,74.0,65.0,68.0,0.0,9.0,moderate,0.0,0.0,29.98,30.01,6.9,3.0,7.9
12570,14,74.0,49.0,62.0,47.0,55.0,3.0,0.0,moderate,0.0,0.0,28.63,30.0,1.3,1.0,3.5
12571,15,70.0,41.0,56.0,47.0,50.0,9.0,0.0,FG+,0.0,0.0,29.83,30.19,1.4,15.0,2.1
12573,17,77.0,51.0,64.0,54.0,57.0,1.0,0.0,FG+,0.0,0.0,29.34,30.04,1.6,1.0,2.2
12574,18,84.0,64.0,74.0,55.0,63.0,0.0,9.0,moderate,0.0,0.0,29.45,29.97,5.5,35.0,5.9
12576,20,82.0,65.0,74.0,56.0,62.0,0.0,9.0,HZ,0.0,0.0,29.25,29.96,6.5,34.0,7.0
12578,2,67.0,43.0,55.0,45.0,51.0,10.0,0.0,moderate,0.0,0.0,28.97,30.05,1.5,33.0,4.2
12579,3,82.0,50.0,66.0,56.0,60.0,0.0,1.0,moderate,0.0,0.0,29.13,29.86,4.0,16.0,4.6
12580,4,90.0,63.0,77.0,58.0,65.0,0.0,12.0,moderate,0.0,0.0,29.18,29.86,0.6,30.0,1.9
12582,6,88.0,61.0,75.0,61.0,66.0,0.0,10.0,moderate,0.0,0.0,29.34,29.86,1.0,20.0,1.8
12583,7,84.0,54.0,69.0,48.0,57.0,0.0,4.0,moderate,0.0,0.0,28.48,29.85,9.4,16.0,10.0
12587,11,81.0,63.0,72.0,63.0,66.0,0.0,7.0,moderate,0.0,0.0,29.96,30.01,4.3,5.0,4.8
12590,14,84.0,52.0,68.0,51.0,58.0,0.0,3.0,moderate,0.0,0.0,28.48,29.85,8.5,16.0,8.7
12591,15,73.0,39.0,56.0,46.0,49.0,9.0,0.0,FG+ FG,0.0,0.0,29.68,30.05,0.3,7.0,0.9
12593,17,84.0,50.0,67.0,55.0,59.0,0.0,2.0,BR,0.0,0.0,29.2,29.91,2.1,18.0,2.8
12594,18,88.0,61.0,75.0,56.0,64.0,0.0,10.0,moderate,0.0,0.0,29.34,29.86,3.3,16.0,3.8
